ThumbPrint,cnt_benign,cnt_malware,score
48E0DF2E7EBBD52256F37B5C67F2FA742E4C7825,1.0,0.0,inf
9D4564DF0762A76D5B928BAF8EB55B70A500D5F5,1.0,0.0,inf
7F00D4C6DA3385F7F80036A5E0D7D30A05D11E27,1.0,0.0,inf
163797CAA5E411ECCE48397DC33EDD5C86E61D24,1.0,0.0,inf
8509392F4FD6325C81C6817029E4A29ECC6B85D2,1.0,0.0,inf
68592F69E7827A64ECCCDD5AC5ABBF11394925EC,4.0,22.0,0.18181818181818182
9C70D2D2CA8EFDE29134371FA31D6F12BA6F5C56,1.0,0.0,inf
EF6437B4BA486551FBCC4FCB2FB126BB4B911BAB,11.0,0.0,inf
DCC333837B050DF718A0845111FD5445DD427574,1.0,0.0,inf
03AFCB1D83981DE3E68E09D541851A4FF141B6A7,1.0,0.0,inf
8BBD418ADC785E9280798FB6BD5B1DE89EBEB227,1.0,0.0,inf
B89D72A868F4167F6E9BE005D76779374F521F15,1.0,0.0,inf
1E02BA5BCE5AE3CFEB75D6B5664046534A7D5DF4,1.0,0.0,inf
326110C0F31B9A333505F13AFB9DED2E1C2BB5AD,1.0,0.0,inf
CAC30581A84DC46114DE8662C8325D4C78E5AA37,1.0,0.0,inf
9EC19B05CE546E8A1DBA3378AC546927878BB7BD,1.0,0.0,inf
C3AB236B564FD2550F204F4F91D673A9D893530E,1.0,0.0,inf
1FFE65228F7ECE84FF7DC43B83C4ADE3EA8C2EF7,1.0,0.0,inf
E5BFDF61D3ADB836B18C65BA74355BFF32B5A29A,1.0,0.0,inf
EAEF3713410CA912543A4127C99EC53824A1FE05,1.0,0.0,inf
1B9207BFC801443372FA098395A9D2B5DD62D36A,1.0,0.0,inf
C5F222A480FA6FEBB6C92E8399293ACF1B831747,1.0,0.0,inf
F1B60B100196D54D9EB44AA0AF07940C21EC82AA,1.0,0.0,inf
E50ED1E48D819AB6D5CFD6CDDC41331A7C3EB6ED,1.0,0.0,inf
67E53AC974DFB2FD940C0EA3843FC4104C89F21C,1.0,0.0,inf
BF9C20C87887AADEBB52C6B770EDB7590029DE4C,1.0,0.0,inf
B555F3D0446436600A3BAF4A7D5BF7A5A4F076A4,1.0,0.0,inf
57CF0F6AA9075FB7CB56E9EC29A56E54AD760733,1.0,0.0,inf
617F0ACD6E22095A49844559C9D6F6CB289ABB43,1.0,0.0,inf
3C3488598271FB0F3DF0640B533CB42198ADE7B9,1.0,0.0,inf
1246688E562F147674E2D1F526AB81A8FF98A50B,1.0,0.0,inf
090F6A19EF58308BF235B7B9A2DED61EBA4576D0,1.0,0.0,inf
612096C1A6F2B20CFDEAF1F234EBF83FB639C967,1.0,0.0,inf
6E75C5CB12C07DB3BD637D79DD873AE8A5093979,1.0,0.0,inf
2F461125A7B4E1F8D261A658F2DB29814162B7A5,1.0,0.0,inf
8E81802630EBEAE9C91ED7EF225195D9D0DDDB00,1.0,0.0,inf
55574B88DD81DB5AD01FDEC5B677BB5CE7943F41,1.0,0.0,inf
C6507B40C8E0A71B06CF22F419F30C5B01313E67,1.0,0.0,inf
70C3B20E2FA4D42E324AD3296FC7F8335F459B5B,1.0,0.0,inf
B966CF9B7E06DCEBC262D84D049053D551A3F3FD,1.0,1.0,1.0
FF48607CE23A55F38106635E815EC8215535941F,3.0,0.0,inf
430E4D897DED011F78ECF36164DBA3B8C4F757B0,1.0,0.0,inf
66D0F0FA221BB43AE7C9E3B89C88E74D76C26473,1.0,0.0,inf
74E2BCAD996EC322226014AC7B4E3D41477A333F,1.0,0.0,inf
2E6C2C55FA0EE0FEDC6281994F2F01AD32D2EAFA,1.0,0.0,inf
15397754713CD4F2DE0FC6133CC19B2A1BA8A0A8,1.0,0.0,inf
E16828463F2102D7F832AEB41E3D8FEDD497ECA0,1.0,0.0,inf
2C011297C0532F51CAC521A3DFC4B658DD50770F,1.0,0.0,inf
663EA404B2FECDC864185A8AAC8D161E77AA707F,1.0,0.0,inf
15262BDBDB4A0F9BC1E45513FBD84987CF044620,1.0,0.0,inf
C27D8900266447365A54824AFE0D39BCCDC29359,1.0,0.0,inf
B4AE4C3AD8C77C72B887020E0CD76C03C135711D,1.0,0.0,inf
C0C9DE5EF747787FAE3CD420F496CD40973671EB,1.0,0.0,inf
752FA7A1E8400CAE6355179A291FD5DA540B65A6,1.0,0.0,inf
5E1E34A41F98CDA40D7FBD3475ACEDDC1DDC2563,1.0,0.0,inf
4E933720AD8E413BE6D0B67EA99CD2354D0089A6,1.0,0.0,inf
A049D858C0A7ADB2446E903D4F2CCBE2215988EF,1.0,0.0,inf
CC887E2F0CAC8C869396DAAA20EF3C13C8248758,1.0,0.0,inf
3B6C60D3C718CE392DE06E11392258566459364A,1.0,0.0,inf
6BA07CD7796ABEEE3403E8914E76C92A0DD45AD3,1.0,0.0,inf
BDAC747CFD1B64F8143CCD9B47334766920EC13F,1.0,0.0,inf
B1F0BF3C6F27F4FF242A751C1765F159F4A1C8DF,1.0,0.0,inf
779BF3D952728B41EFD425DC1BCC49A274DD1ADC,2.0,0.0,inf
7DCAA69025192AB1FDFCF49FADB06EE46CCF8E86,1.0,0.0,inf
93658F62446C60D82A00D3045BA7FCEA03C62175,1.0,0.0,inf
DC8ECEDB31BE47D91236C59B0AAF7E8B492C5340,1.0,0.0,inf
1BCB1A83143CAA032BBEFB53FE8573156F0E8071,1.0,0.0,inf
0B9F64CDE0F23C235A260CAA5FE573821464E00D,1.0,0.0,inf
36FB1667D3D898C7B979641BA62F06E7ED14C03C,1.0,0.0,inf
39CCA0D0ABB869AD619015461E75E968081794C9,1.0,0.0,inf
4401056403BAEC5884C95B8D5A9D14DCCC7D37CD,1.0,0.0,inf
1F672837E88D9885B5CD8A56A2E89A3BE880FE28,1.0,0.0,inf
EE0D667AF222153F8191650E5FF8CF9F053FCC9E,1.0,0.0,inf
AC1F1A13125A213A571E4E2E4A0554240B6E6252,1.0,0.0,inf
8F9796B91D5152BBC4C4E9CE50622EA505932763,1.0,0.0,inf
699512C8B49E7A01A622BD250544E09A80A42D55,1.0,192.0,0.005208333333333333
9918779D5E9FD08A8D567ECE3B05493124154103,1.0,0.0,inf
5929760CFC1753078004D910110F4116C884CED7,1.0,0.0,inf
A83417E7467A05C10CC579835623578CEF8F4697,2.0,0.0,inf
B04E6D1CB4404536623E7030FEF3C2C4DA6D5E8E,1.0,0.0,inf
4ABEA14D9643620BA33B843044F90593D8ED4A1E,1.0,0.0,inf
38918A453D07199354F8B19AF05EC6562CED5788,1.0,0.0,inf
69C890A2F61BB25E5B92A8CFBD3833B646E9C749,1.0,0.0,inf
951C31FA5A43517354878DA308BA7F62AAA6B28D,1.0,0.0,inf
997AE4948448EBE53418313312BD6231F688424F,1.0,0.0,inf
D0E610B64BA73B54C76E7931CCF3B32168492CEF,1.0,0.0,inf
F69C4D9F0C91986C520D90819E3929A2EEDE1E0F,1.0,0.0,inf
E14B57D0B131109A445E20D79E2E0D81F2534032,1.0,0.0,inf
12EB0E1D466B4B20CBA52B1D50283017AC2E3F21,1.0,0.0,inf
1F96F185DE78C6E31FB2A2B8224DE211C6CE0269,1.0,0.0,inf
CE1DB3A1526BBB7E6FD2674E1AD4196C7687921B,1.0,0.0,inf
DEB495BF35DA3A355B959E160985349126CC957A,2.0,0.0,inf
935E5B51E7CFEAF91D8D8C43169E2CA1E90B13F4,1.0,0.0,inf
E34AD1A19539A8827B42A027F89E14EE80D715A6,1.0,0.0,inf
C212596B64B5E860D04710A7F16DF428BD400993,1.0,0.0,inf
C2CB9C39713C20B7005D2B5F43EA01CBBE88EC3B,1.0,0.0,inf
1502911D93D36D44867E60F26578B3255546B15F,1.0,0.0,inf
2B264410C22ECBC55C110E734CCD2CD65F3B3AFC,1.0,0.0,inf
6A24865E1A36399865B51CBB99C7C3C9C4E674AF,1.0,0.0,inf
FA8645801B560628E35B71FC2456CC9CA19EA0CB,1.0,0.0,inf
0955999C56A5470BFC8560A934E1471A6D07D900,1.0,0.0,inf
5C5E88FF2C7220EC7180D05CD556CA5CAE3537EA,1.0,0.0,inf
BCA8750943CC83DC95450BE243408CF516CB99C9,1.0,0.0,inf
A1788B0F39707028398071C156637C4DBD435D3A,1.0,0.0,inf
F50B7F702DCE6AA7132F11E9FBCA6860E10A23BC,1.0,0.0,inf
CEDC1180C07EB8F78C73E48B4BCE2E2B7DED7BD2,2.0,0.0,inf
5B2516F69998C82CBC5C40DC085FBFB8C1BEABAF,1.0,0.0,inf
8D1715322C0F769ABF215ADD2E7EF3D44FC689E1,1.0,0.0,inf
7660A8017BFDD1312C665EB652F2EFCC903079EE,1.0,0.0,inf
F8DD5183ACD44567D1A6B0928EB151E9ADCE4720,1.0,0.0,inf
D69546C4FE6A10600A5E38F661689154124C811F,1.0,0.0,inf
24A14DE4C32074E26E1DFA534D76A37CB34A808A,1.0,0.0,inf
489E65EFA1CEAB940D3281E553C1DF1436A317EE,1.0,0.0,inf
FDA029B2F6433FA83BF33283483F58DD395B6AB7,1.0,0.0,inf
FBBE5D21F48CBB46D63AEEA77D2298BF3FD5704F,1.0,0.0,inf
0D9D37F6198CEF824630E6F2EA559A1442C81D0E,1.0,0.0,inf
EF37B4001E88C00EA770A42A51211E02FEB9ED13,1.0,0.0,inf
9F11908067DC587EEBB614F101989F7BF48E2AB2,1.0,0.0,inf
4FB52C7A92CFA3EA7846642DC71003C856B9F9E0,1.0,0.0,inf
32B2E5E72472C2B4E3AA3C272C9D9FBF71E3AB7F,1.0,0.0,inf
53AE9829D86586F653BC75D84F426758583860FD,1.0,0.0,inf
B0522CE118A19FFA072EAD15DEECE774E9BB892C,1.0,0.0,inf
EC68FFFBA0C0A14E26F2D3174E608F1BD9055710,1.0,0.0,inf
A4A785D63D9A34D187A29F52AAF2CA59E44DCC87,1.0,0.0,inf
E4E2CABF8D3030F1D2E0E8A2F8F44C5969D3BD19,1.0,1.0,1.0
0A58240F31DF5CD33F2F0A647FE48096FF887C24,1.0,0.0,inf
8C2993B675089B1FF3F9129E45ACC1E26A2C58CA,2.0,0.0,inf
9F91306B481E1F5E324242D351B2F56D8521D2B5,1.0,0.0,inf
B47A950E461D29D6B1A47BCA25042319FEE39D06,1.0,0.0,inf
592A5EC2674EC6F9A377A2EE3F118463E9AEF4CC,1.0,0.0,inf
2F6D9EDE5C4EF607AE09EC1785F793D7E7EE5656,1.0,0.0,inf
063293E8BA62921CC096ABE59F5A771D57748569,1.0,0.0,inf
07E39751D4839A30A078AC7FF0FA04896E23E5EF,1.0,0.0,inf
AD8ED7CABACC48E9DABE55110F454D52559FC6F1,1.0,0.0,inf
3E934ADCEE16C0A9B782FC5D9A13D515179B3492,2.0,0.0,inf
252EA79142B76DCD7975227C36720E69AAC5BFF1,1.0,0.0,inf
A90E9F078C8F1297AE052B72C22F39F4211454EF,1.0,0.0,inf
AB956E3992EF8052D6086E3C76B44C2F9B6287C3,1.0,0.0,inf
5BA3C063D3F8F6BBFB5DF01AA3FC7AEC6E7D02F2,1.0,0.0,inf
06D892C3FA61BAD8F5F1E057C3ABA673B5154780,1.0,0.0,inf
D2BCB1B391BE7CAF312A09E03DF1A52B0850D8C2,1.0,0.0,inf
8E33E5DE0372639E07BB3015537152B073BEECA9,1.0,0.0,inf
6395FC8AF7B44D324F2C3C5D03059658B36019F1,1.0,0.0,inf
3AD5DBA32CBA192EBAD329186231F9EB7BC8C685,1.0,0.0,inf
C1D5FDBEE5642164C55E79D96748E130518F0C4F,1.0,0.0,inf
873013F0C430A540DBF393219C346A11FB994477,1.0,0.0,inf
E9FD9CD6D69E99DADC5E920CED174063DBFF2636,1.0,0.0,inf
5A85C777B8C6B26414B1EDB21637FC18B02B0DAA,2.0,0.0,inf
06AFC9279994F21A880615B33F16FA6993149CD5,1.0,0.0,inf
2CC4E8E6A363EAEFF3BF5E714E0606497B2F1E74,1.0,0.0,inf
1BBB7163000D10B9A075C83338FC25AB948E32F0,1.0,0.0,inf
6A127895B26BCE16EBD6AC890C5C9548CD37773C,1.0,0.0,inf
8EBC4B0EDF6EBD05A6198D899B68957F88B5E6CC,1.0,0.0,inf
B1009D3EBC10D6974AB4B1CC8D8C0A687196EE28,1.0,0.0,inf
BD7015265A60727722181DF40B18A8ECECEFAC73,1.0,0.0,inf
6E8ABA4475D16F00D31831A048332D669F3CD67E,1.0,0.0,inf
A9E120A0FD40885C135E5987AE44C4504ACC1F7F,1.0,0.0,inf
59241432D866D214522E36B69CBD0EBBDB9D404E,1.0,0.0,inf
444E8D7968082BA21CAFAF304966F0E8D03671B9,1.0,0.0,inf
FE5CF5EDE813D4338518485FAA3332973205FCB5,5.0,6.0,0.8333333333333334
053A1992FA40E4F81B123680E077E24787B746EC,1.0,0.0,inf
A48EABF62D21F20010C16CDE7DD65B95D48BA655,1.0,0.0,inf
A8C1F584A13581687E752D3925EE13CCBD3D3EFE,1.0,0.0,inf
8FBB84B40385D4A29A67BA6181B7189B5703C87A,1.0,0.0,inf
9E356A337D2EE5AD4AC723281EBBBE4DE454259D,1.0,0.0,inf
A08B8081E079E6F981B3F802F9F6AD0E0465A29E,1.0,0.0,inf
022DD5DFA863EBA43B192C2C451388B58A0CEFE9,1.0,0.0,inf
A2CD0B02F7BE50126D8EDFE86566CCED5A96BA89,1.0,0.0,inf
2295971BA8EA4110F1F9F88697DF0C2361BEB0DA,1.0,0.0,inf
98D246900ED32A83D8B8B6852538CB1224B78CF8,1.0,0.0,inf
A70123ED15F5A0236473EC8C1475137EF0443FF2,1.0,0.0,inf
6D9A8E2865BA02D3E8E76427CD101DFE53C2197F,1.0,0.0,inf
0C8A9E922282E4364AB19CEA66424C8A8462A6B1,1.0,0.0,inf
32F1DC602ED1A049ED9F566BBE0E26F05D1BF19C,1.0,0.0,inf
4C117B59F41EDE0CE93FB395AE6D491CA549269F,1.0,0.0,inf
368F83FA068DDCDA016C6795DA609DB599D7582F,1.0,0.0,inf
21B159537253B94E75803DDE2368F7BF294C855A,1.0,0.0,inf
8F5EAE9F189E3C77717A016CC7E74520BF923561,1.0,0.0,inf
9FAEF98A6050343027FFE1C02591DBA59500D9BB,7.0,14.0,0.5
A6A3909F380F1399745AD1A56972DBC537A6A2E7,1.0,0.0,inf
067EFA457F202F4F05899F52445DF6BD60883108,1.0,0.0,inf
0CD327BEFBEA28E50B8D8B2E3A6B7ADE3E324590,1.0,0.0,inf
D062B74D9D9B2B3D8D312C9B55BED2A4D44D94FA,1.0,0.0,inf
EF85E6B01AEA6EA03143070ED344429D31758596,1.0,0.0,inf
E01A0531EC4076F45D12E0E371AEBC122EEAB048,1.0,0.0,inf
97BC1510646BBFD6488E243C897FFC954164E503,1.0,0.0,inf
317743A1BCC260AC0DF6AF437E19928F58CA6EF4,1.0,0.0,inf
1069E6DDFB605780918CEDB5B5E29D03ED629DB8,1.0,0.0,inf
C38A2134148BCD4CFC1DC29E347F63B0F3100FE1,1.0,0.0,inf
75DC9ED9659E073521D4E28E3B7E17F6B5E92C43,1.0,0.0,inf
255DB36304395B5930A5FDF225174846F5D4EC1E,1.0,0.0,inf
B4A9AE397E8E6214ACB810682098D128C2F02371,1.0,0.0,inf
A01EE3212BE53CBC0842E9DF21E183C558AE1EA5,1.0,0.0,inf
0C6063AE3F7CD45658AEFFA75D738CC55FEFF496,1.0,0.0,inf
781E91EE7C76DB72CEBAAFF1B28ED5DA904E13A3,1.0,0.0,inf
BAAAFA842214E755305A198F87C61D0F755821FA,1.0,0.0,inf
90B0D99E3B96A933EE37BD15681512C571249688,1.0,0.0,inf
6F65AF9FD04680BD1859770471D891D8ABFCC607,1.0,0.0,inf
63863C354BDA75A4E5C6399334210BA379DA5003,1.0,0.0,inf
E42F5F735728D8C78846AF3ED937AFD80877EECA,1.0,3.0,0.3333333333333333
5A6ADB2438B2BBCE177400ACE2CAEEF7F8C9610E,1.0,0.0,inf
6CAAB364511B9A09942EB455D9EA276C6A00EC55,1.0,0.0,inf
A83E279344A93E4E776B29724F790C2B06D3DC84,1.0,0.0,inf
4D463E1B77478E91A34F07C6F0E09D1556EF6CA3,1.0,0.0,inf
366AF5C3AE87B90208F5BE168BC7A1267C0F7380,1.0,0.0,inf
AE3BA4296A2D23A2D0A5963BC8F0FE3BEC8C2C1B,1.0,0.0,inf
D936E45D10F95EFB434A0679F1B76627CE21BC30,1.0,0.0,inf
25EB3BA4F304D880B59CCE08975EB850A1C4106A,1.0,0.0,inf
6CC9F752B5C2B8AF99C8E550FB5C550796C0C21D,1.0,0.0,inf
489A02C29485F3CF7DBEB4F79C74DD93E2B37C6B,1.0,19.0,0.05263157894736842
A1269F746C49467958F32719CE8EDB3F32F8E4E4,1.0,0.0,inf
E3C3502C0E08D5491C2CCE0D65BAD30142E473A1,1.0,0.0,inf
95658276BEC3CB6255F873225954009B7883D3EC,1.0,0.0,inf
E6A3A31E6F72B14C62079C61F836DA6E16DD4782,1.0,0.0,inf
266C28E9F1703DBC7F10BAA61FFF0C257B359373,1.0,0.0,inf
F299A592CBF60F62BC7DEA5CFC201904C2CD0DA3,1.0,0.0,inf
C9918049A8312797A5B6AE988894D06ABDAA5F75,1.0,0.0,inf
7FF343DF33FEC243F83B2D0690E7A2B38A112CAB,1.0,0.0,inf
8BC357F38175DBDEA19FDCC757DEB77764E23B0A,1.0,0.0,inf
F3625C1ECD59849121A633ADE18B6BB252AA785F,1.0,0.0,inf
18365EDF2705E8C1177022AC66C0730FFD8D35AB,3.0,0.0,inf
A4B6E337722C27A2F902E71C757816A6E7A18798,1.0,0.0,inf
3888A82EA43280CB0833935857E5FC203D992037,1.0,0.0,inf
12F43F35A98E7DB63CFFC71D46C87F35FD6E134D,1.0,0.0,inf
C483CBB4D9C06191B1106EAFCB433529D27797F9,1.0,0.0,inf
0D0671DF96C81EA1F2363B47EA4357AD1BD1C63D,1.0,0.0,inf
93709A96F48ACAF3B36ECBBBAB430C43672796B3,2.0,1.0,2.0
5DC0675189ED06FA49C00B5D4DEAD6B46F9302E1,1.0,0.0,inf
9DBF6CE1DEF6BCA7FF7801360DC8C07B481EB691,3.0,0.0,inf
9B33A266461C410C430A5BF2FD6A187F9B480A3F,1.0,0.0,inf
95F0DF11A9075F6FF1641B73DE82717D38C4F8E9,1.0,0.0,inf
5B585BCFC34E250DD0FF9AB8592A6B814D6208DB,1.0,0.0,inf
6EED6F0283A772DB642458A3418C96B01EF807B7,2.0,0.0,inf
DCED8253D1C82E536254FC2D097CEAE4A0E70B62,1.0,0.0,inf
E8AB045561EE22041854A32F353820FC1582BE78,1.0,0.0,inf
1CD953E5E5809D7BCCA82C895AB099FE484315D2,1.0,0.0,inf
7F21CA64D13DFFA15A391A961A8B2A01D736C9BB,1.0,0.0,inf
40EB5DF947BB787D81BE9699C8893BBA153665BC,1.0,0.0,inf
E52764AF1EEC1F263046CE566066C20FE039FBE5,1.0,0.0,inf
8DC01215DF48B5F69A8617D554C1DBB928A6C6EC,1.0,0.0,inf
2D317EF86FC4977376CABC23338874C36D6816E7,1.0,0.0,inf
B30FFD1F06CE6D9D0229A1AC42CE22464D398048,1.0,0.0,inf
7923496290722F666642E7D3D58D6A23A92E2EBC,1.0,0.0,inf
350AA58423E46D6E65AD0894BDB968E92C078D22,1.0,0.0,inf
28EAC321D548B4247D9C84810C0656EC9426716B,4.0,425.0,0.009411764705882352
65D9328DF15D5A0BC4073947FCF27C69DC2DFE3E,3.0,22.0,0.13636363636363635
62BAD45AE65E36A554C3F9AB9339EBEA0DF35711,1.0,14.0,0.07142857142857142
9B154482586E149E109DCC365E46718B49D51CF4,1.0,37.0,0.02702702702702703
AC29788DF4351530EFD6BBD07CA1FE280676A4BC,1.0,0.0,inf
773629DC334186CA8A27751A7C3B4D4F4C31A1BD,1.0,0.0,inf
8BC17681B07CC8D6E48D66D64652C7BBBCE910D4,1.0,0.0,inf
DB8455BCD5C02066B210E603736BD1161D563DB1,1.0,0.0,inf
8F0F97851CA251DDB8BBCCFF75A41F65593CF6DF,1.0,0.0,inf
C358CFF1E9A00A038897BD3E940BC7BE0CA8056A,1.0,0.0,inf
719E97933FD10B8D6C18C74845008B6E3175ACBD,1.0,0.0,inf
97D8C42D1FEA6975FE19EB8BF591D055B26D30E1,1.0,0.0,inf
0CD929370D9536DBD7427515D7C726E2D79F14A8,1.0,0.0,inf
CF2B4405DF28612534EC4F423E4D3828A767867A,1.0,0.0,inf
D3410679AEE4B3640BCDE9DAA234271E0EC55DCB,1.0,0.0,inf
7E6196C450B05F9AD73D9DEB5A37BF9C703BA0E0,1.0,0.0,inf
095F90E9F05A03EF6FB9EA29B32C7F3D5C718092,1.0,0.0,inf
EADDCDE759B1A71993E90720E9ED3956CB1E1A1D,1.0,0.0,inf
672904D685999E9F5007730E05C5D46BA17045D1,1.0,0.0,inf
C881A54785AC2F90A7FCC317F5977C40FE13FFB1,6.0,28.0,0.21428571428571427
420AE2A942AC186BE5F220B924304B4BF0DCCB3D,1.0,0.0,inf
7AF05F633FB5A4AA3495B0D95D800782577234AC,1.0,0.0,inf
D89CE8142A3F05C62ABEB828E45E98E460FD6CE9,1.0,0.0,inf
F09EA68CD5191B5A90FA1BC995429308915BB960,1.0,0.0,inf
21AB588FC1114119FAE40BE76FD9F18B63A1CA48,1.0,0.0,inf
4E9FD833F2CC4FF2EE462B8D4A1CEA5CF5428FF8,1.0,0.0,inf
FBEA4C0405AFA81BC80C27665E581B5B69845E18,1.0,0.0,inf
4A076DE5870251719BE74C954CF007CFBBF4255F,1.0,0.0,inf
42BDDCFDE8171798C4A644377A7F9E84E7459EA6,1.0,0.0,inf
DCDBF1083A42F97CE3007210F03826B7D7D6C920,1.0,0.0,inf
91132E14BA717544627D8EAB31067B0853995962,1.0,0.0,inf
677D6654E926E78A9721AAF18C714E2506C3F205,1.0,0.0,inf
508B58037130D404E8EEC93BD5522DF77DEFED46,1.0,0.0,inf
F2164B8402B43EC02DC80743B72386BC02C2E4BE,1.0,0.0,inf
E85610BB8A38129866E62126A1B1C36D19DB83AE,1.0,0.0,inf
7D48F3B9CFDD27EB3279253562F2F78753280414,1.0,0.0,inf
995A7CE984EA396129BFB71628CDDD0099B894B6,1.0,0.0,inf
0DAEFE4A189D2B4F77DD4AFCFD19E9D7201AE85C,1.0,0.0,inf
CEC0ADA3D9AE78ADD548B6BD8D05646539AE935C,1.0,0.0,inf
8AC722716229F50A416F3AE0C96807B427E9A05D,1.0,0.0,inf
C17325247700E03A1201FA625FF7631BDD15EB47,1.0,0.0,inf
7479B73DB7000140BE3E44D0FDCF7D97C3F68EB2,1.0,0.0,inf
5CF7DC64145EBA92C4559E08B45C2BD37F70CEBB,1.0,0.0,inf
2112FC3BB7DB648390F4C13A3BD8CF155C51D51C,1.0,0.0,inf
83EF2EB0E149D1E5F62F2F480A7FFFB7A0C5EAB9,1.0,0.0,inf
6886AE7FB43EB9D0D46096D67B93F348A4284F60,1.0,0.0,inf
DEF9B74E7A3D0F40625C0E36BED1E297C83A4A5B,1.0,0.0,inf
8E53F7DA4B81B5077E890E2E08FD1BC2D52F0EAD,1.0,0.0,inf
C2B0482ADD01B1BFC2E69CAAE896D755831C8BDF,1.0,0.0,inf
89ED8D69425DC399BFE2D049D14AA19E8E3AD7E8,1.0,0.0,inf
43F758AAB58B59384B2190AD738EFB8CF4FA20BE,1.0,0.0,inf
A6E7ACF601B012B9D65E6B11D01410305AC728B7,2.0,0.0,inf
E32CF0D3834FF8BAAFC1BBE9B9A956E56C51B1A6,1.0,0.0,inf
089EDBE835CBA9D913181D5B3841B63CC540FA17,1.0,0.0,inf
372BF9252AE7C04C343872211BA69C33E01E3D9B,1.0,0.0,inf
7B8F8A9E7F3CB924D663C1B8AADE2390157D6080,1.0,0.0,inf
D4986E524E7D34E362E9C72049112E4725C5C222,1.0,0.0,inf
5F51252960C8852A1E742CFE9DEF0BEBED81F177,1.0,0.0,inf
13D8DA1AA40CCBA1BAD549A8FF691E66DC974CB2,1.0,0.0,inf
B9F25543132971260CA16743B84766DB8292C496,1.0,0.0,inf
B8EF53C09DCB96A403C75A5B4A5FA162E9FDF8B2,1.0,0.0,inf
B42368B9C68A5AF1226FB9C4BBF00FB590A77C48,1.0,0.0,inf
