SHA256,Category,accelerometer,accelerometer_uncalibrated,ambient_temperature,device_private_base,game_rotation_vector,geomagnetic_rotation_vector,gravity,gyroscope,gyroscope_uncalibrated,heart_beat,heart_rate,hinge_angle,light,linear_acceleration,low_latency_offbody_detect,magnetic_field,magnetic_field_uncalibrated,motion_detect,orientation,pose_6dof,pressure,proximity,relative_humidity,rotation_vector,significant_motion,stationary_detect,step_counter,step_detector,temperature,author_x,author_y
3E46FF4577972D73C0B584F936026D36231370D4E4D7B1BA5E9BBFD72BAAA15C,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,A8:3E:27:93:44:A9:3E:4E:77:6B:29:72:4F:79:0C:2B:06:D3:DC:84,A8:3E:27:93:44:A9:3E:4E:77:6B:29:72:4F:79:0C:2B:06:D3:DC:84
3E4EE843CFAF32C75292D96FE316E01AC68943861339D0D8DC7F91C58D4E8FA6,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74:69:2F:C6:99:A6:CE:CA:69:F5:F9:07:D4:C1:26:31:90:0A:EF:BA,74:69:2F:C6:99:A6:CE:CA:69:F5:F9:07:D4:C1:26:31:90:0A:EF:BA
3E63377F6E2EFA5CAB83199C1D6EF791BF0A733EFE4FFC345BF9775DEC24C614,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A6:19:00:70:E2:27:47:D0:D2:C0:6B:72:3F:CB:1B:6F:C8:A8:9E:88,A6:19:00:70:E2:27:47:D0:D2:C0:6B:72:3F:CB:1B:6F:C8:A8:9E:88
3E75D085BC838D9DE857082FE644BA744E299D91E9C4744D28D132B75D6FEA50,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18:1A:B5:3C:E1:9A:BA:DF:00:AF:4A:F4:25:1E:D7:6B:A4:67:26:39,18:1A:B5:3C:E1:9A:BA:DF:00:AF:4A:F4:25:1E:D7:6B:A4:67:26:39
3ED8AD95BA4591FA08355262DDB1BCC0F9F3A399A2DD22D1CE2B90E28A4E3C93,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,61:ED:37:7E:85:D3:86:A8:DF:EE:6B:86:4B:D8:5B:0B:FA:A5:AF:81,61:ED:37:7E:85:D3:86:A8:DF:EE:6B:86:4B:D8:5B:0B:FA:A5:AF:81
3F052C43616071711942D7103DFFA34ECC3BFCC5A46D0F93B00249E2822A8192,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,67:2C:7E:09:D7:97:1F:EF:F9:24:CB:9B:B9:DF:50:1B:06:86:99:D2,67:2C:7E:09:D7:97:1F:EF:F9:24:CB:9B:B9:DF:50:1B:06:86:99:D2
3F0AF7615D4573B98FCF0CD4220F3DEFBE92774C85A8DB1DD4ED267BB249AD72,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09:55:99:9C:56:A5:47:0B:FC:85:60:A9:34:E1:47:1A:6D:07:D9:00,09:55:99:9C:56:A5:47:0B:FC:85:60:A9:34:E1:47:1A:6D:07:D9:00
3F26CC25B8C6605B86297B179E84BD05EAF78FBA76F13A8DF19609402E8D2CBC,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40:E5:8B:50:51:19:D1:60:33:2E:BA:B1:88:F1:48:0C:40:4D:1F:79,40:E5:8B:50:51:19:D1:60:33:2E:BA:B1:88:F1:48:0C:40:4D:1F:79
3F563D1BAD214715F7914E91611A9F790F19694E8047620102F4B752C834354C,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3A:45:EE:85:09:94:C5:CF:44:FD:06:86:6B:57:B6:16:0A:A9:6A:46,3A:45:EE:85:09:94:C5:CF:44:FD:06:86:6B:57:B6:16:0A:A9:6A:46
3F5DB97109902C7B2337D682B0A8ED85A5D8933D95757CC3292E3429E5F73126,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C8:DF:4F:1D:6D:75:A2:9E:2C:51:A0:18:AF:3E:9C:6B:BC:DF:4E:82,C8:DF:4F:1D:6D:75:A2:9E:2C:51:A0:18:AF:3E:9C:6B:BC:DF:4E:82
3F80FD504F14AA3CFD5FB3A8B6438903BEBA6DA82C3B953DE8035D0AE68CB066,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AA:17:16:4A:33:FA:E9:5B:35:EF:0C:69:55:AF:61:4F:9C:01:AC:FA,AA:17:16:4A:33:FA:E9:5B:35:EF:0C:69:55:AF:61:4F:9C:01:AC:FA
3F87B88E786CC5BDF5774101D9B74C4C4726FF6A1DB1C332B6EB880B09AE8974,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12:F1:98:C1:38:45:05:B5:B2:66:01:2E:3D:F0:DC:C2:25:E9:CB:43,12:F1:98:C1:38:45:05:B5:B2:66:01:2E:3D:F0:DC:C2:25:E9:CB:43
3FA37D07A9A560ABBF1D1BEF7C23FC9CDDB5E26C981C6718B2BEFC5990E93891,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13:5C:AC:20:FC:01:E5:E0:2D:C2:38:12:97:CE:7D:78:A5:84:36:0E,13:5C:AC:20:FC:01:E5:E0:2D:C2:38:12:97:CE:7D:78:A5:84:36:0E
3FC5DD85C8F60FF1D0168629B195D001F29F59228C01B09ACD3EC26CE8C23AF0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FC:6F:CD:51:F0:AE:47:B6:5D:8B:E4:34:CA:BA:0A:33:DD:D7:0A:99,FC:6F:CD:51:F0:AE:47:B6:5D:8B:E4:34:CA:BA:0A:33:DD:D7:0A:99
3FD3C441B980F80DD5BABBCA5B653AC837C50653F957F2069209ADAA6E62E1FA,Benign,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5C:31:E4:C9:A7:C3:CC:1B:2D:30:65:44:5D:B0:CA:0A:59:33:B4:E6,5C:31:E4:C9:A7:C3:CC:1B:2D:30:65:44:5D:B0:CA:0A:59:33:B4:E6
403C20DD452DABB9CDF3AAF0CB7F89E5E51DEC05E8AEB5932C802A6451B21385,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32:5D:B6:F8:70:EF:B1:48:6D:30:3D:34:EA:C0:FD:C8:CA:58:15:00,32:5D:B6:F8:70:EF:B1:48:6D:30:3D:34:EA:C0:FD:C8:CA:58:15:00
404942EC219AA52BA9B2D6E466035DA7603A62EC3F016B1992BF2621198A2500,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D0:0E:44:E8:BD:2E:23:50:8F:F4:B5:BA:E9:20:85:8E:3A:18:1F:C9,D0:0E:44:E8:BD:2E:23:50:8F:F4:B5:BA:E9:20:85:8E:3A:18:1F:C9
404BF1173C84EF2915F6F09094062CCDDCD230B4D699670E319B5A5C1FAD1637,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,54:AD:5E:01:5F:3E:31:9E:D7:8E:AD:B7:C4:17:9F:58:89:85:74:8C,54:AD:5E:01:5F:3E:31:9E:D7:8E:AD:B7:C4:17:9F:58:89:85:74:8C
4051ECCE2890EC86BEED4DA119688227A9EEE198CEAD99F6C279BB49B6F7BA2F,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,B8:60:D1:59:91:68:78:F8:91:65:77:A4:84:22:B4:AB:6A:DB:D7:53,B8:60:D1:59:91:68:78:F8:91:65:77:A4:84:22:B4:AB:6A:DB:D7:53
405E511779FCDDC9A6E768AE67535C5AE0EBA2AD11AA5E9191AA05A96049B060,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,A2:77:6D:B0:B1:13:0A:36:E3:A3:7A:CE:72:64:C7:C6:4D:9A:97:E7,A2:77:6D:B0:B1:13:0A:36:E3:A3:7A:CE:72:64:C7:C6:4D:9A:97:E7
4062EC2F92A45DE2E78555F5BE817EB6222861D027A289D63E2082476A0C7D94,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A0:13:73:95:54:B2:7E:EF:E2:21:60:BD:59:0D:8E:94:7F:24:DF:6D,A0:13:73:95:54:B2:7E:EF:E2:21:60:BD:59:0D:8E:94:7F:24:DF:6D
408DF46460367235DEE7D466A97C125B4C5DAD748E45BEC43DEB7BB65E195347,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FD:A0:29:B2:F6:43:3F:A8:3B:F3:32:83:48:3F:58:DD:39:5B:6A:B7,FD:A0:29:B2:F6:43:3F:A8:3B:F3:32:83:48:3F:58:DD:39:5B:6A:B7
409CE53CA57FD77EC7B009CC69B7D4F78D4EE1B1B67F3CAD38F7C4E1F2F00EFE,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8E:25:99:AF:15:CA:46:AB:4F:C5:28:67:0B:F2:DC:00:08:B4:46:04,8E:25:99:AF:15:CA:46:AB:4F:C5:28:67:0B:F2:DC:00:08:B4:46:04
40ABC88F19124F70E7E108534F0B08A2C14A63F36647C866B3EB5C00BAD37D9C,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28:EA:C3:21:D5:48:B4:24:7D:9C:84:81:0C:06:56:EC:94:26:71:6B,28:EA:C3:21:D5:48:B4:24:7D:9C:84:81:0C:06:56:EC:94:26:71:6B
40FA5F507844DC8E1DCAC604A4580DFAAF211996E42F0FF6BA18993238489323,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE:41:0D:3E:38:C0:41:46:07:E0:14:82:AA:E0:AB:4D:F8:E7:C4:38,DE:41:0D:3E:38:C0:41:46:07:E0:14:82:AA:E0:AB:4D:F8:E7:C4:38
41168E5815EE3642C146370875BF1E3E37E1748564D3C215199A1A7556709E6D,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B5:1B:79:19:BD:E0:F7:A5:62:81:21:36:85:02:09:1B:A4:E4:9C:90,B5:1B:79:19:BD:E0:F7:A5:62:81:21:36:85:02:09:1B:A4:E4:9C:90
4125D37BF9391A0D1128877BC59FC84681F05C166BD6B46DA6833CACF0286D55,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1E:B3:35:08:D3:66:2B:F9:B9:D2:61:C5:F3:BE:93:8D:0B:8E:C1:B7,1E:B3:35:08:D3:66:2B:F9:B9:D2:61:C5:F3:BE:93:8D:0B:8E:C1:B7
412CDD55B380D70B7B4C23C24047A836E638A2AA5DE3E92ACA7DCC0A5C07CD5F,Benign,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8E:53:F7:DA:4B:81:B5:07:7E:89:0E:2E:08:FD:1B:C2:D5:2F:0E:AD,8E:53:F7:DA:4B:81:B5:07:7E:89:0E:2E:08:FD:1B:C2:D5:2F:0E:AD
41347C8C2BC37E0DBDDA0F3343CCFA0C5A62DB802586ABF1AE9083B483111B2B,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59:3A:0E:22:FD:39:E9:DC:19:E3:6E:03:59:B1:98:7B:18:90:AB:EA,59:3A:0E:22:FD:39:E9:DC:19:E3:6E:03:59:B1:98:7B:18:90:AB:EA
41459046CA15EFDF7DA7A1CDE37FE9914B63507AFAEFF0C9412A790840A3D534,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38:AF:26:A0:37:D8:C7:57:DA:F3:88:11:4C:93:68:C9:08:64:3A:D7,38:AF:26:A0:37:D8:C7:57:DA:F3:88:11:4C:93:68:C9:08:64:3A:D7
414823039042F7238B69D9B419B9387DE8522D75D48A8E1423662551D16A7E26,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FC:6F:CD:51:F0:AE:47:B6:5D:8B:E4:34:CA:BA:0A:33:DD:D7:0A:99,FC:6F:CD:51:F0:AE:47:B6:5D:8B:E4:34:CA:BA:0A:33:DD:D7:0A:99
4154F44D0008E87E596B6FEEF3417E9BFDF3BE4D3EFABB87CEEFDEBDBCD90A00,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0D:9A:55:37:30:38:DB:7A:3A:15:A2:2D:DA:74:6D:C0:85:51:B0:DD,0D:9A:55:37:30:38:DB:7A:3A:15:A2:2D:DA:74:6D:C0:85:51:B0:DD
41585E97B366069F4C87786AFE6EE06109ED52279EC113FC531C261BDD67139B,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61:ED:37:7E:85:D3:86:A8:DF:EE:6B:86:4B:D8:5B:0B:FA:A5:AF:81,61:ED:37:7E:85:D3:86:A8:DF:EE:6B:86:4B:D8:5B:0B:FA:A5:AF:81
41C8DD4213AD2B02ED56D6A5994BF487E3AB38BDD63D0FA1CDFA7AB75F716E06,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F6:B4:32:FD:82:3C:AE:E9:39:36:0B:C7:B0:C9:90:D2:4B:D2:7F:BA,F6:B4:32:FD:82:3C:AE:E9:39:36:0B:C7:B0:C9:90:D2:4B:D2:7F:BA
41DF08D5EA49E9F91A02D90D3E07672F99D45281B67BB5563C606E1E37CC93A4,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61:ED:37:7E:85:D3:86:A8:DF:EE:6B:86:4B:D8:5B:0B:FA:A5:AF:81,61:ED:37:7E:85:D3:86:A8:DF:EE:6B:86:4B:D8:5B:0B:FA:A5:AF:81
41F3C70676FA95DCA5B6422ECC5CC1EDB6D032BA8BA2003B8BFA79D307275194,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99:DB:C8:DF:C8:25:33:FA:78:D8:B6:EA:1E:E9:1A:4F:65:DF:C8:44,99:DB:C8:DF:C8:25:33:FA:78:D8:B6:EA:1E:E9:1A:4F:65:DF:C8:44
420F9DEC187F2ADF0FA0BDA4A9DC0ECA423F72E104F7039FF4C1B30CD391CF51,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B2:49:E2:21:E7:14:A4:11:67:2D:85:6F:37:B2:E8:71:C7:C9:CF:13,B2:49:E2:21:E7:14:A4:11:67:2D:85:6F:37:B2:E8:71:C7:C9:CF:13
4217A11DB8D7624A42D84672738754AFE55851030776756DF444C3CF639B0F0F,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61:ED:37:7E:85:D3:86:A8:DF:EE:6B:86:4B:D8:5B:0B:FA:A5:AF:81,61:ED:37:7E:85:D3:86:A8:DF:EE:6B:86:4B:D8:5B:0B:FA:A5:AF:81
425C876075FBEC416DB4605A915DFE0BBF7CF95DBEF4433A4D7F74B5B919302B,Benign,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1F:ED:90:F7:FE:DD:12:0F:FC:65:A2:82:65:7F:CA:51:45:78:27:41,1F:ED:90:F7:FE:DD:12:0F:FC:65:A2:82:65:7F:CA:51:45:78:27:41
42D2E46AD3D4872F8BC8CFBD81505DAB808909DE752DEEEFEE24F57BF7F15045,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9C:17:2F:21:44:95:89:29:36:9E:2A:79:21:92:28:83:FA:0D:3A:30,9C:17:2F:21:44:95:89:29:36:9E:2A:79:21:92:28:83:FA:0D:3A:30
42ECB1FA640A37833FF7171004A94C9C6648096BC843327A505FA53A2BDF87C2,Benign,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EC:D5:A7:AD:A0:AD:65:6E:CE:B9:B8:DE:79:9E:61:C2:0E:71:4D:7F,EC:D5:A7:AD:A0:AD:65:6E:CE:B9:B8:DE:79:9E:61:C2:0E:71:4D:7F
4306B8C7FB9BCB8262C65D081D24CF6D6A55CA931DE32530DB77CCF5CC431C3D,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F1:8D:1E:07:74:CD:A2:FA:1D:1B:38:30:2F:29:3C:C0:8F:1B:AE:5C,F1:8D:1E:07:74:CD:A2:FA:1D:1B:38:30:2F:29:3C:C0:8F:1B:AE:5C
43162811BC74450143256E1EFD5BB28E7021747174C048FD8523B61E57D53FBC,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FE:0B:32:73:61:B9:7E:14:91:99:BE:78:4E:C0:28:1A:91:A4:3A:4B,FE:0B:32:73:61:B9:7E:14:91:99:BE:78:4E:C0:28:1A:91:A4:3A:4B
4357A4B47C7173D4E97FCC2BE7DF30F25677F74380CFE6404C7C3933497CEB72,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F0:CA:27:03:47:F8:E2:D6:D2:1F:4F:24:9B:B6:FA:82:AB:6F:83:E3,F0:CA:27:03:47:F8:E2:D6:D2:1F:4F:24:9B:B6:FA:82:AB:6F:83:E3
43591786CED8C78AE13CF00C5A4BC8B54A0AA94EA995E1AACF6A280F9955BA0F,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76:14:C8:F5:6A:91:57:42:39:66:BC:FC:D0:A2:A1:00:76:84:17:25,76:14:C8:F5:6A:91:57:42:39:66:BC:FC:D0:A2:A1:00:76:84:17:25
4381D87D817A82A7664C3B0472AD40FA6CF9C7AC58AA7CD243F37D7B889CAC34,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61:ED:37:7E:85:D3:86:A8:DF:EE:6B:86:4B:D8:5B:0B:FA:A5:AF:81,61:ED:37:7E:85:D3:86:A8:DF:EE:6B:86:4B:D8:5B:0B:FA:A5:AF:81
43827BAC3A2E4E42CB9159B5647D11C447C313F49A2AEA306DF1AE4AE5F79A51,Benign,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63:EB:04:14:38:3D:F2:9E:A7:B8:7E:3D:95:EB:50:09:7A:D2:EF:2F,63:EB:04:14:38:3D:F2:9E:A7:B8:7E:3D:95:EB:50:09:7A:D2:EF:2F
4392E15A9DE27A197548A5B64F060FAB9CF1A0D584F84EAB8A2D92014B776359,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,61:8B:D9:60:7A:81:0A:1B:3A:A1:5F:03:18:43:4D:83:B2:48:11:66,61:8B:D9:60:7A:81:0A:1B:3A:A1:5F:03:18:43:4D:83:B2:48:11:66
43AD4A99D8F618B99B33E296A3EE6BE71AB15D34CD15CDDEE05E208D5CD5D09C,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12:B9:1A:5C:D3:D7:2C:C3:21:BD:51:93:19:37:D3:18:55:5A:18:2D,12:B9:1A:5C:D3:D7:2C:C3:21:BD:51:93:19:37:D3:18:55:5A:18:2D
43AEAA15E529BF54487F0E1CEC9EFEE8125F8BC567A8D1377EE80BF84FF4B41C,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ED:A2:F0:EA:95:C1:5F:A7:49:9A:0B:67:A7:E3:7C:2A:6D:D4:4C:96,ED:A2:F0:EA:95:C1:5F:A7:49:9A:0B:67:A7:E3:7C:2A:6D:D4:4C:96
43B13FC65AF7130CA383D34958F84FDD8BCBB8D028641FAFAC2115D7A2498B51,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36:FB:16:67:D3:D8:98:C7:B9:79:64:1B:A6:2F:06:E7:ED:14:C0:3C,36:FB:16:67:D3:D8:98:C7:B9:79:64:1B:A6:2F:06:E7:ED:14:C0:3C
43B52DB60667B4D3640E61853B8F6DF1443BC42FAD805D27AA6C2E57D07C03C8,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61:ED:37:7E:85:D3:86:A8:DF:EE:6B:86:4B:D8:5B:0B:FA:A5:AF:81,61:ED:37:7E:85:D3:86:A8:DF:EE:6B:86:4B:D8:5B:0B:FA:A5:AF:81
43BA0CC89E787997A9ABFCD1794FCC8C921DBDB0148E3568A3D0E97F5A89CE88,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8D:9B:70:B6:C0:26:F6:67:C2:EA:B9:27:09:93:26:AA:03:17:DA:CA,8D:9B:70:B6:C0:26:F6:67:C2:EA:B9:27:09:93:26:AA:03:17:DA:CA
