SHA256,Category,accelerometer,accelerometer_uncalibrated,ambient_temperature,device_private_base,game_rotation_vector,geomagnetic_rotation_vector,gravity,gyroscope,gyroscope_uncalibrated,heart_beat,heart_rate,hinge_angle,light,linear_acceleration,low_latency_offbody_detect,magnetic_field,magnetic_field_uncalibrated,motion_detect,orientation,pose_6dof,pressure,proximity,relative_humidity,rotation_vector,significant_motion,stationary_detect,step_counter,step_detector,temperature,author
E8008752F11D172A7B0516EB3C60513E557375551CA9D26489426F2A52BF5E61,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EB:7D:F6:3F:AC:04:3A:57:07:23:01:4E:29:9E:29:89:3B:46:D0:F9
3ECD10C92A3EBBFD9DEADDE029B1D2F9F9BB9E5DBD1E4E53D8E99392E9ECB351,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DD:A5:97:96:F2:6B:A3:5D:14:D0:17:16:CD:DB:47:EE:02:46:D6:44
8B861FF9FF2BCB21959651CDA5C718DA36035006681117457BC4CDF926C89484,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F0:CA:27:03:47:F8:E2:D6:D2:1F:4F:24:9B:B6:FA:82:AB:6F:83:E3
32254101FD2E9457B4C1A6700DBFBB5482D546AC15C46AE26E2D7452FC721976,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB:17:C2:7E:4C:FC:DE:27:7E:DC:B4:8B:52:13:07:87:46:76:6A:DC
0F1B3B3A28BD9D562EF907090F2DA88FE5238D5269CF8973D35A587C42A7322D,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58:D6:44:46:2B:FB:88:FE:BA:F7:70:CB:3E:8F:A7:95:B6:D4:D0:E8
C3E3364A21CE3080E4A3A6121819FA32D5CA97F04627AEEADEBC0583593DFC7D,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28:EA:C3:21:D5:48:B4:24:7D:9C:84:81:0C:06:56:EC:94:26:71:6B
F31059C239DAFB3ABEEC7A86C2FD596D86FAF5CE82EB57C59ACFB2441BEEAF60,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D7:EC:F3:76:E2:32:98:A6:7B:97:8A:57:ED:18:FA:00:6A:52:79:16
18E330CC8BF7ABFD06303E22F67B85370E0BD2FAE2437D39654CCC2720C9213D,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:25:EC:74:A6:A5:0E:5F:48:C3:B2:44:6A:3A:97:14:A7:B1:C3:9D
5182C0E2438831DDB0D2B53D385CF6E531B8CDDEEF3BE52BB14262106063D613,Malware,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,61:ED:37:7E:85:D3:86:A8:DF:EE:6B:86:4B:D8:5B:0B:FA:A5:AF:81
6DDEE12F86D4683D73D21E9DA5E94F7DA6E880867FABE9F5FB5A8601C301687D,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E4:AF:FA:02:14:AC:24:98:D1:29:12:65:FE:6A:BD:84:8A:E3:36:9B
3F5D8102C6DD62FFC656FE89CA15A44B6D9E658A2C6B288EE7D9EB235862FC90,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04:27:53:23:8B:BC:60:20:BB:52:32:D4:13:E1:22:95:81:50:E3:BF
4B5B9387BBC29EE2331F6990FB87BF0B3B4EF17224E2D7C3736527028B9F793F,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9A:0E:20:5C:97:30:79:7B:F3:0E:E2:61:4E:A1:75:EB:46:E8:98:FC
EB66456CB3286C3B3B2ADBB8AF8FFB141EE4C1ABE79D7F3CBAC58A0456CA8F1C,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
70CBEF3BC8CBC73008C10794A79B6133E69DEC4A1296A9D7D4416761F4019692,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34:27:FF:C8:2A:8E:85:B3:94:8C:AF:76:B8:5D:16:02:19:94:25:F3
5E6512B13BDAD779C2C5F6F447F9B48875893202AC3D0D581A3B5C21C10C7ED9,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E6:29:A6:7B:7C:96:08:EA:54:CD:46:75:EC:C6:C1:F4:37:FD:08:B0
3F842A2F7C2C84AAF5DF69111806BC95F4AA594FA67A9D721AE51500D605D568,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DD:0F:98:07:1F:D8:25:99:54:0A:B6:7A:06:E3:F3:46:AF:0A:06:C9
1660D76EDA911028F60625738A26676F6E14149F8CED3E54605425E19B6E99A9,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28:EA:C3:21:D5:48:B4:24:7D:9C:84:81:0C:06:56:EC:94:26:71:6B
933134DD27DA0AC5928A763628FDB6E91F2B18E87966FF87DBB6089B23B23428,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F8:9A:76:3E:0F:BD:F7:98:08:BD:2D:F8:A5:E2:F0:2B:BC:53:81:45
185D2AB05FDFB032EFEAA475DF12F3492CE3B49ECC5A3251FEF15A4E9B27E009,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F2:43:B9:2A:D5:EA:BA:98:BD:43:08:48:64:C4:D5:48:3F:19:1C:D9
F3D31F8934DA8BC60E12CE2F142F380FBE3B41BB1BB348FDE22510952B18024F,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92:D6:28:E5:ED:49:97:E0:FE:8D:5C:3C:12:8F:44:3A:E9:55:9E:33
FD3138083292C32659D0144A6B04A125C882F1AA0882977CFAF2BE6C2446AF3C,Malware,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,61:ED:37:7E:85:D3:86:A8:DF:EE:6B:86:4B:D8:5B:0B:FA:A5:AF:81
6147FCA023455D1C58CDB58CE1CD21DD90C326E89F66025AEAC938FC44052223,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29:F7:31:F8:C1:9F:2A:8C:BA:65:FF:A6:CE:BC:E3:0B:F3:5E:12:BA
8643B20E3837C2249116ADDE1BD19F14A17AD37AD284D0AFB2642BEE69E26DCC,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42:5E:AC:77:0A:92:E2:A3:3D:E7:48:1D:DB:84:66:F4:F2:BC:C1:2E
5755FD9EBB8940EC418B50D7C6C7154F026980663AF497A89F5112C1FF8A667F,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61:ED:37:7E:85:D3:86:A8:DF:EE:6B:86:4B:D8:5B:0B:FA:A5:AF:81
24227430C9BCEBB2E2B53EB4CBBB3F4D2D1C3C51551D239EC7AF955DFF642024,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ED:6C:87:08:08:D9:61:DE:1B:18:F7:C4:C8:48:65:AA:EC:79:34:9B
6BA5F01FC320E8C63277CC8B54C1BBE182947B3A5251D74D51E14F2D18F266AF,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69:95:12:C8:B4:9E:7A:01:A6:22:BD:25:05:44:E0:9A:80:A4:2D:55
1584EB9044F7CF48E6520DF828E22CCE89909D41CE18BDB1E3EDBE6682E12E31,Malware,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F2:43:B9:2A:D5:EA:BA:98:BD:43:08:48:64:C4:D5:48:3F:19:1C:D9
E6FA3B0D4F6C0BED5E3731ED0E3D405AA86BDA91B07C805BB3DCDCF9868C0704,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F2:43:B9:2A:D5:EA:BA:98:BD:43:08:48:64:C4:D5:48:3F:19:1C:D9
94D495D853B5CD49F091051FAE8DBC26F499EF1338BAAF9038F888C95A68F66C,Malware,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26:06:84:FA:4C:8D:76:1E:21:38:87:1E:99:72:58:30:BF:9B:40:7C
4419D5558D14FAC3BEB0B2FB377D2D19F8F73A49EB1A8741A9356502E0B228A4,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7D:4E:A4:44:98:4A:1A:D8:4B:BE:40:8D:B4:A5:7A:42:B9:89:E5:1A
B1174D92795CCA55E9C1D8E41EF1D30E70D0F337C8A147FCA40BEE5DCC670559,Malware,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57:FD:AC:F5:FE:14:D2:21:C4:3A:AD:71:40:76:DE:A2:88:6B:9B:A2
342919D986F3F14F8D822DDF95AF5B2F71F5D0EE7719BF85705B52B67CE74CC1,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73:AB:ED:B2:6C:49:89:97:A3:C0:92:C3:F9:91:D8:6E:D6:7F:F6:9D
1875DA1E26CA5DE4EE88E8C141E1ADA17540D1BDDBE8DEBEE75046A84139CBB7,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69:95:12:C8:B4:9E:7A:01:A6:22:BD:25:05:44:E0:9A:80:A4:2D:55
7B2B5578B777F36CC706A1203E4D9F43267F8730FBEF6148BB81B7230F844A72,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43:44:D1:6D:85:9F:8D:EB:AC:6B:2E:DC:D9:20:99:9E:68:75:90:EA
C6097DB3AD66D12D77A26BF71BF7AEF17984AFDB2EE1407A959CAD946A150D52,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F2:43:B9:2A:D5:EA:BA:98:BD:43:08:48:64:C4:D5:48:3F:19:1C:D9
CF0F5C8CB62495E4C9AC01FAD6F7B2B5D640D293B35279B0A778A27677D0480E,Malware,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26:06:84:FA:4C:8D:76:1E:21:38:87:1E:99:72:58:30:BF:9B:40:7C
17722D98079552D4C2F99434B400A306FCDE0D1BDA8637AA6B180820C94E6678,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28:EA:C3:21:D5:48:B4:24:7D:9C:84:81:0C:06:56:EC:94:26:71:6B
2BD9F1103F6EFF235A3488677D8A75DADF0BD8F98AD3062905D155E0FD594EA0,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1D:44:9E:A2:CB:DA:34:E4:86:D4:3B:1E:8B:5C:1A:BE:A3:7F:41:D0
275B66AB2F638CDA9EF4E6D6F058225AC8BA3FCFB5F78D117BB5527DE5392D96,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BE:44:82:14:C5:D6:CA:7A:CD:AC:27:67:0C:8E:CE:8E:58:DD:E5:DC
0D1B87E05DCAF7971FFED4C5956A398B0682F5C71A5A549F980A54E85FA838FA,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3D:BC:34:63:C1:31:7F:2F:C3:0A:78:E9:0B:55:6D:58:4B:92:17:97
F1D933A5792DBBEA0245E6C074B80BA7DB84A33BA6D404C43571DFFFFB246222,Malware,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07:B8:E5:91:1C:5B:F1:67:54:B4:65:7D:0E:1F:11:BC:31:D0:E7:0D
540A60F3AE1C4148AB336B6F0662C0DC859B2E2EEC19C1FBBE8D94F1DB1CF1CF,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79:30:00:08:E0:A6:82:5F:8D:0E:2B:1A:CF:46:25:EF:09:F9:C3:F3
85B00E77D5ED7DEF0DE2569542E0F5CAFDCA95F6FA2C8E4E8AA071EF9CED4A04,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F1:49:47:7B:7D:D6:A1:80:AF:F0:1C:17:ED:FF:D9:1D:10:3A:D0:C5
53376469D899083602617C1F18A34F360EF835E12D7F1AC86700EFDE2B412031,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B2:23:70:E0:FC:2E:54:20:8C:73:A9:29:B7:88:A8:01:19:5E:7F:E4
C690D153FB4BD5757992D3E8364D9DE111D0DF716BF5CDC5B1E5E19520144FFD,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08:CA:2B:C8:B0:0B:20:CA:FC:77:BB:38:5C:CD:97:BF:F2:E5:FD:5C
2865DB715F532A28DE54A32F8A8C3782910D7B4C9CCDC072839011996664E7E8,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B8:3C:7D:D2:46:1F:FC:DB:41:EB:A6:F3:6B:BB:41:46:45:EE:CA:9A
1245894D2BA2BC064F36E12A311E80A12710E819EAED4FCE022FF8D2B46B0095,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FC:6E:FD:D6:5D:E3:E6:EF:55:76:FA:35:C9:BF:46:8B:FE:27:02:65
2A5C1457A02F2AC168EECBA36718B3196C0059D708E565CE9751FC9A67B37EF8,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DA:40:53:7D:CF:7F:E1:8A:20:D1:2D:77:DE:1C:1D:47:46:39:25:DF
3D368AD1EBCF298E73B98134BA8ACFB8A4084C331F7A973C7FE71FB410FA0E58,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BB:16:49:FC:21:07:E7:08:79:58:18:D3:DA:C5:B6:95:A5:FC:D4:21
5AE8C1D16ED2B46EEBFF37B04AB05EC8149D6DDC53E3F4DEC65A0F92A8ADAF79,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D5:25:1C:BB:91:79:9B:3C:38:D8:01:1A:31:8F:BD:1C:C3:63:21:5F
AFC56C973245A6D5BDEADAD8FCAEA12B1402C6CD356D149393692449F028A4C8,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55:93:03:4F:E2:C9:51:72:D6:BD:C1:4E:44:E4:70:F8:E3:79:2E:60
C9DB70203C35A60AC90573E62BC97E012D44DFA3DC98A8A54BD4AFCB66613A99,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F0:CA:27:03:47:F8:E2:D6:D2:1F:4F:24:9B:B6:FA:82:AB:6F:83:E3
78F5146DC0F788E970C96518B4F541F1F1B18DF6A0F44F2F7C3FDE40796C6C0C,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17:DF:A2:A9:82:52:53:25:82:E2:A4:BA:D8:45:C0:6E:51:4D:1F:E4
BA4E16727469BCF9B95A42F64EB2E77C08686AE6DB907587BA1EF436D1117A98,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3C:5C:52:08:78:E8:E7:42:8C:46:10:DD:7C:73:4F:EA:CC:CD:D5:10
3EAD2BDEF6E5404723B6A19B7C4D2ED01314EF3741AA3EE2F41CB34E3B96E5CB,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7A:5E:EB:47:2F:D6:58:E6:82:ED:B2:96:0D:48:09:0D:84:54:5C:05
61AE80ADC3B99BEE5A4417A5DED6725FF044DA742A207896CEF2BEA6641797D9,Malware,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9C:57:4B:F5:14:9C:85:8D:8A:FE:26:13:2A:A8:42:41:64:CB:77:07
8575DFC5D0F6E931AE3B581B5CA25E970811A19C28B2E2CFDF6714E1ECE755D6,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F0:CA:27:03:47:F8:E2:D6:D2:1F:4F:24:9B:B6:FA:82:AB:6F:83:E3
64E19801F28D7B4EFD001DDB2F572D3E8D678D6A5ED2FDB28280575EF36FC94C,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1E:39:AD:A5:BD:26:E3:4D:15:C9:C6:17:A0:4A:A5:2D:23:ED:E7:1B
EE8C077D7D9EE076896F82E5318E2C1FDC2BF56A611CEE423D6C9A016FF68AC8,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17:BE:B8:09:09:FB:94:93:A1:49:26:1D:5F:B6:60:3A:F0:83:0F:01
D652DF6EF902F790F1BBE847A4B268897FA69620DA3865EF1FE4497C21C2B7FB,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61:ED:37:7E:85:D3:86:A8:DF:EE:6B:86:4B:D8:5B:0B:FA:A5:AF:81
60685EE20A8D59E7091022D2F8E5628C849008DACDC939E2FC0A8F6C0375282D,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DD:A1:66:16:CD:AA:18:BB:59:23:25:AB:88:B7:D2:EF:72:8A:A5:BD
359D916E6CE8E497421618F3BE882C4E9F9833979F9F12CEDDF4A2CBD028FB49,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B7:20:DC:A4:3F:CA:6A:B4:20:D9:B4:C7:4E:86:41:A6:FF:86:20:15
BE500D4B5E4820BE6692B70AD3F59B28221A38321A2D64EA117D10DFA0220509,Malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90:26:31:D7:B5:31:46:EA:6D:A5:86:95:03:E9:E5:DF:1B:E9:8E:94
