SHA256,Repackaged,Accelerometer,Accelerometer_uncalibrated,Ambient_temperature,Game_rotation_vector,Geomagnetic_rotation_vector,Glance_gesture,Gravity,Gyroscope,Gyroscope_uncalibrated,Heart_rate,Hinge_angle,Light,Linear_acceleration,Magnetic_field_sensor,Magnetic_field_uncalibrated,Orientation,Relative_humidity,Pick_up_gesture,Proximity,Pressure,Rotation_vector,Significant_motion,Step_counter,Step_detector,Tilt_detector,Wake_up_gesture
AF4064F72990D7D7FBAFA899AC0C49E075CF020FD2B5355DA266373262544787,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF63D8F89D272782BE7FEFB1529394627103FD70D4929EE00FEA0553F8EA23F9,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF721886980994EA52AFA79E32E892D4FAEFEE4E7B6D0BBDF1E939EF3C1D0A3C,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF944C8C3F305B6C6F7A1B97D9DEF7C4291A8077C33D8AF477429EA5E469862C,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF95982740D8E7FEACCE185D00273C7E19C5752933FEA061231DFD0B174CC7A8,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFD7E7AC18BCDD252EA4727F06AEEA4C7E3713E31AFF815841962A8EA2DD19A8,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFE1F382BE70ECF1BC3206AEB7AB3CCAF67BCE688A1327CDC19ECA67EAA82C91,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B01739C5787DC4E72A14C28E76006ED527FFEC4670481B162C543D456C3F233D,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B02383F72172AC6991E06F5A7FF5BC3E3FC659C2D001984D69517B1758FD766F,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B024288AE826EB8BAC9124CBB81E4CB5DE73F123E8B39972A47C4B5B88029824,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B032B74D6C3622AEF1DF18C25D4980C3AF6B0F5843F4CAD76F47CE18DA39C8BB,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B03F44D880737DD6CDEB7FE16D9040522ED1D30268743F8D7D89978FDA69ABA1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0775D726FA01ADF925DCA9E3F01947EB2AD39BFFE00E26E65CD7EEEAB2FF78E,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0B401930D4D01B653F73FE02B7B71C10EE70EBBD9CF6D362F348FA836A4726D,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0E274980C4761E515F8FEAF146CFB839EDEBE6D24D357CC8E3EB43272F00C25,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B10D34AAF8475FBE19E9998202A6A9F065BAADAADE84D222FED02A5A5589C550,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B111E89ADAF733DE752C73640944BE1085772C250DBFCD3AA234D977CD27954C,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B11781D6C6C7C743A89859EA2DDA7A6AA3547FB77348152A08EF2D328E6A3A9E,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
B15B873007A0B46E15CA71D7FB04E786F7B7673A9115A842B5F36DBFC5D0E448,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1602FF49CC7718E9020596936CEC59462CBA23F8AC2FEA294C8A311BD140A4E,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B19546657D34248E69BF1CE940D8B7073966EE5745EAB108EBAA8A292486D69A,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1BB713413B10F12FE9B7A4EBB3DB572275DE02C5EEB8806886DAFEBCE376ADA,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1C7483DA5B612D56472BA4753AE62FDF84D100FF905F5E5FEDCE268ABD1C6EA,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1C7CCE72C4BE23F0B02E8E0098A9A19224D6145C73FD59D9CF7B747477E2F28,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1D7C12CAD89A21B939F5F5B456954A60FA806535DB7EB2E5F915D29E21DDC7A,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1E778A9A8E4A838A70BF1CEFDA29B4BF228FABA7927562F3AE9959198427745,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B225400ECA92D623293477637D3F27A066FD1BABEAE7B4720F090817FC210401,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B22A50EF55F1B2B4F087006DF1C1AC5183B8A85AC55DAC48F6CB9EEC9A014B44,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B231BB44E7A5129C846E3E6E05C663E361FE9CABACCCA6F13EFC80628619AED7,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B27C045BB2F32013DB61A58EBE4BCB693A75F31C6EBD73F8A402EE44EAD0B5D7,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B28731B062DEE750D9B11542C5F45364965E56F8FA549AF58658D27CD6A4E3C1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B2B59A75F90BA14B93529382C463F8379138286A33582AD3F6E2BFA9D162605E,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B2BEFC3BC70BF52281F1E456FA519FD40C96F3D8344E2059E4355A8FD10CD2DC,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B2D245363F79AAC089DA36146F5E215A28FDAFDB9DC434ED04FD9B5F83E5526D,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B2E8EE68E476518CAE119B7FA90ACEE91DA407DC576DF44951268F9E92CB8915,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B2F4948F161DD79374DD0B903EEBFD56F98D653F3206F117462E45005100CAB7,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B33E5C205C9AB8D528F2C770A10374D562005249578D07140A09B04B88959D30,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B376EA512BA7B2F4F4F2948B50E7DAC76FB358CE407A0D93592FD33DB3A2F8A9,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B387B909FE5FEBCC8EFE3A78417D401BF7C483736D762A63153A1C4BD5A0AF30,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B3A951A1638EE2DDB49D570F281836E66249BFF86445BB7095E5844AEE6B5D3F,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B3C3FF50E914C5A2949FF2C4269A52483CCB9A96ECE63B1D24F17D6EF9CC9FFF,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B3CCB1D9DE3FA076B76D7365E9AD430C8E880304C9B9BDB250E92D34AC1B9B18,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B3F0B04BE82A413A514E11AB3FAF9F5BC7B8D244D4D4F963A9F43B588DC279BF,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B3FAAEA7A44F3BE49D6926A6F6334E8F1DB09F501F56B658935E8917513239BD,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B400B0120EF2B2799318F5898988FF0D148CCD04DCDDF16B38CA7A1CC20706F2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B42FA646D5B361D0193A88AF7A50CDC1AD21F02A04A193DDA0822C13929D8747,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B43DBA1F6311A50C4A4294DE9E73DB1821D8795F4E65605277F2020FF126159F,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B44263550813428516E4AE90D52CD6A7CE266907EA1D6CC819C6A03378AC61DE,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B45EF0E8211ADA9C7271A13A7EDBB829F201EBE14F821596CB51FFFE68242144,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B463616D2D0ABB5F929078E6A615C3DB66F86F20E91D381DC6EC7D2DA4ACF58C,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B4660B06D19A0821645219AE269020DF326A33E9EDFE1E8048B50184EE648238,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B46915F9113DE129F79817FDA9F7C680F2686490FF84C1E0BE3AB28F43BDC1F5,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B46E9CEFE4B0F6563B266F4B2998610ABEF30CE0A515BC450891C776C0D880DB,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B47452FE3918C8988F728049FF5E9761474D0BAA4BED812C3A5FB7B8477C8EC7,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B490572FBBDDA61D18AE23F80D6F09F8D6432FE863E392D9E27612FE8962AB2C,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B49EFB1AF72F9FBD635FC63916E51C672641E1686822FECE23A6A6C9A58EFB10,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B4DD04020D805C9B81CEEEF7E9CEC84AA6A3CDA20A27096A4A357A5FFF18BE86,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B4EAA4D5235159AA396814738A2253ED9261C19673CE2CB33C61B9BD66372297,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B4F8608910C023AC2E34570D704C2819F00DF6411366571077AC18EF1BD8C27E,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B519E89AA5203DF5F998A245167D3A9663A742074D6FA7144326E2AEE85672F7,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B527FB3E99D35F5CA512D9B1241864E01D71F7414AC53026754BE0B3751BD66C,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B545380DD4A28865D2722A9622DD526ED4B5F6EAF36788D13B069AA2BD1CB1ED,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B549AC460929C195202E890450D2031159D87ACDC9B9988BA9F38C79F29EAC67,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B54D1207FE4F68D4FB99F2589662E57B0EE59BECC1A6659ACD319B02F40BDBA8,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B5518B6F489A40D140BCDC2BA96AAABC20115F6B3AE6778C51C924026192936A,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B55A77D0E702F885A2D793A29419DF2C0FC00357C167FF96C7C6DAC31D747BFC,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B561165F04130A662AC08CB0FFAC9A6BD925CEA3E9DB75246F25575C9AFCF03C,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B57BF3D182F9FA7CBA71DD91D0E5327FF0428B351A4B424F1240AC1BF8267964,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B5954DA7F7B24BEEBD76FDA3B2A6BDD9968749D3A791EEA73B980B68B3C763E4,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B5C73C0182776E7DC14ED881638A264573F6EADE149964502B0DF01FC92979DA,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B5E94D4B13E2C21998646BF22097278E2CCAC55278DE9703308F3BCD0536E9C0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B5FD68264AA3E07DA4EC1311F29A9564580F319D02B3F58E8EF58CF9821F98D5,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B60E1C77B02ABDC7F4358C3F97330B2F33533778FBEDBDE73901A879CF5C7430,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B6117EC4C1D7390C9ACBD9A2C4EADD7FA42ED8F708E0649DF031B985FB1B2E24,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B614AFE26F588B0B654C24B040E893B66129B4A77996B7ABC9C478285772041D,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B6188C5276136E59353118B91BE454D5AC65668F6CE401D00AA34A3151B51E55,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B6350B883020726CE2A39596AE7B8E221D309E8ECB12FEA320F225D75AE8685B,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B6398D4619D6584605AFC98932890ED754FCB8AFB25990F24CAF4388C5C54725,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B646C222126B4756C19D9C803AC835F251210FFDF270DB2EEF3DB6F13CDD611C,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B6534EABC3DA122B2C5A5EB5FFDF4215EBD5738F1033690DBBAC3A592A122062,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B679043A481975846FA77CB3F15A902E77910DD58FDBA135251577C24229E5D3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B67D55264BAA273912D935613ED24E6128A5A4AEC834967B19A77CDD1CD1CC14,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B6ABD742C364A12B2576727AC19E9D42957056F139A117C767646253B62CC526,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B6D4E9EFE77A2E02FE6330BE70BF128BF158D4EEDD527985235BDC1E91C61678,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B6DBC0D547492F7B65D46071D53674C7737B558D9B801C2D59F04CF39E45628B,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B6E97EA9366EC24A6B2D5723470D588B21560C238A750EAF8B2FFDBCD00E0B04,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B722CC5DB4982E8218C13A8B3905F7B698A750F14856B7F3F1B9A8134089705C,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B742B99570EC9A4A481ECB9D3F08258BE9452ED1D7180C9A63EDEA28F6713943,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B7584C6D602931AE258E720195AD5BD647EBD319860233F4D0DDA2683DC60BDD,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B77A2915D8318597055DCC4DE683CC0992988F382E15F16057FAF9C67F538263,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B77C402292FFE92E0F4754279B8B6CF6C224648B29EC2610B8C43082B8DBB0EF,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B7CB66B0DD12000ADA9648E940C5865B3BAFDDB5EAB9583D4CAABE9996958930,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B8017D7799C8BDBDFFA458E11C1A24F12AC03C986AC3CCE398287C93B741CD67,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B805C1BFF5460A2F154ADE031D19B9ACF33110ACE92DD3F1AA1035799E5A83ED,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B821AE75E9B1C676BB4F1DA902AACC2B11AF525C7F57E5743F1D5B5B2A14E4C5,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B8315430CF7FF75406084E27A5308C3AEC2B5296946B5738B2B931E5BDB840F1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B869B6E84148E33500E66CA2B78E4FCE3258EEE0C9DD5852BCFEAF4AEE337D39,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B88264CF078964C21915293ACCA541A3334E472422204B1C49CE2E6D7E30599D,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B8963D88AAE3E0A4099FF0065B5BBF4B677A46056EE183269D48EEACF412008F,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B89A19FD64AA4E20C0C4F69D420B6A634D2577C2EF8C75FD1348FD8254A921F7,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B8A00977C4FD4954E26629D16457E3D10A0913E9D7504B1C20F3B238B0DDDD53,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B8A1BC8DB1BF70C8E17E426F633010906DD4503DC1CE230C8A61F37B6D255A6F,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B8B14E2C04BB6824DA940773B0E83677B84DBBBC248A4B43BE0DA44FF4CC53B8,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B8B15A52DFC953B2A5E448A8A762EBEE190E0E425C53325D32E78058C65DBE34,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B8B2C1E626F3E7A7847EF14E283A30C622DA3EF05C22F6C4B43ECAEBC95BACFF,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B8B792AC729F1054FC15A1AA5D22D59F840D98F5A4F0BDD027C74CAB35350196,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B8D9B3F6746C664F2DF10488A70D845291ECFF8B9AD38A8F3C43C5E0D95DCFDD,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B8E15BB6E24E986EED5D59ACA003C63A4C5626AD1743DD9F98A2FBBD098C541F,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B8EF3F1B95FC70C91EB6689C82BF2ABCB50E9D65D3321E146DE0B32DD71EA391,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B8F8B3BF8406E62DC2534538EF7CC40AC07CC70F23A6FD1E22D2C120E82E8DC2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B902D2E3C002006289C4127C593D13E6B36EC979B52EBB198D2BD39FC1425709,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B9459F1EDCDBE605FBFB65B8A4B4C14796B966EBEC1B88FFE4BA64EA05A6ED63,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B94B2139B5BC0E53CDC5FC502F0606353B9DA9353FAE57B0DF9198A7F599386E,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B957E6D4A0FE39C90CA3CA73F77A1876965DA5DF0BCE1AE8D1CF71B73E257A20,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
