SHA256_ORIGINAL,SHA256_REPACKAGE,Jaccard_Similarity,Repackaged_Apps_Have_More,Difference,Sensor_Used_ORIGINAL,Sensor_Used_REPACKAGED
43AD4A99D8F618B99B33E296A3EE6BE71AB15D34CD15CDDEE05E208D5CD5D09C,56A72528254FA903F8D0DEC64C1384C2B86544B8974E221C82981BD09EE25D74,0.0,1.0,"[1,9,4,10,2,11]",[],"[1, 9, 4, 10, 2, 11]"
43AEAA15E529BF54487F0E1CEC9EFEE8125F8BC567A8D1377EE80BF84FF4B41C,C957610FEBADDBE668D3BEE9268CF850E186FA3CC1BEDD4CB1A6BBE4C45AFF9D,0.0,1.0,[3],[],[3]
43B52DB60667B4D3640E61853B8F6DF1443BC42FAD805D27AA6C2E57D07C03C8,357F2E1D2E70DE9F75EE98CB001A7C8C06357F73AD1713230A89A229EB8695BB,0.0,1.0,[3],[],[3]
43B52DB60667B4D3640E61853B8F6DF1443BC42FAD805D27AA6C2E57D07C03C8,CA3436955C8D6290CCC9D3D8F609B4BC4E441CD78ECE0FEBFE29CE7C8FE98677,0.0,1.0,[1],[],[1]
43BA0CC89E787997A9ABFCD1794FCC8C921DBDB0148E3568A3D0E97F5A89CE88,1E6F30A9074F923487296C826414C6FD32A3182AB404BF75255033F9D83482DB,0.0,1.0,[1],[],[1]
43BA0CC89E787997A9ABFCD1794FCC8C921DBDB0148E3568A3D0E97F5A89CE88,201B9946C794E4B4E9391A4628B6E218584C7A248CB0D31689B37AD195EFAE7B,0.0,1.0,[3],[],[3]
43BA0CC89E787997A9ABFCD1794FCC8C921DBDB0148E3568A3D0E97F5A89CE88,3CE0032DB49D6E65DD8541B5BF994C40A530618D3A7E68125DAF330714D062BE,0.0,1.0,[3],[],[3]
43BA0CC89E787997A9ABFCD1794FCC8C921DBDB0148E3568A3D0E97F5A89CE88,48D3EAB3FBBD69BD3CB69F33F97B8900AE970E6031DB61D669E61F8F0392F405,0.0,1.0,[1],[],[1]
43BA0CC89E787997A9ABFCD1794FCC8C921DBDB0148E3568A3D0E97F5A89CE88,5988BA48525688AB6BCA24F20BFB7EB3235CE730ACC83FC67C99685EAABFC80A,0.0,1.0,[1],[],[1]
43BA0CC89E787997A9ABFCD1794FCC8C921DBDB0148E3568A3D0E97F5A89CE88,777FAA6E6C8A506F7F20CAF1F23B2F0719FC6577F908659FBA559C8B8B4E497D,0.0,1.0,[1],[],[1]
43BA0CC89E787997A9ABFCD1794FCC8C921DBDB0148E3568A3D0E97F5A89CE88,7A55E8737444CD497780F97238F32DBE49797910CB2BFE2DC814156FC4623FA4,0.0,1.0,[3],[],[3]
43BA0CC89E787997A9ABFCD1794FCC8C921DBDB0148E3568A3D0E97F5A89CE88,7EBA293CC0E421A6D2FCA27461A623F6D42D1993C707FBD27C0459E56F2B72FC,0.0,1.0,[3],[],[3]
43BA0CC89E787997A9ABFCD1794FCC8C921DBDB0148E3568A3D0E97F5A89CE88,AFA545220B17E8E632BD69CE96924A88D8B4E5F9F33E5DDE64C1A719E814942C,0.0,1.0,[1],[],[1]
43BA0CC89E787997A9ABFCD1794FCC8C921DBDB0148E3568A3D0E97F5A89CE88,D5E466504E0E2851F2402ECF1383F92433D3A784B31201D052E6D44C937162FE,0.0,1.0,[3],[],[3]
43BA0CC89E787997A9ABFCD1794FCC8C921DBDB0148E3568A3D0E97F5A89CE88,DAAC3E0ECE587442C0040D0D3CB24067C2AC1DB75E5F9E730D66B79D7B00B174,0.0,1.0,[3],[],[3]
43BA0CC89E787997A9ABFCD1794FCC8C921DBDB0148E3568A3D0E97F5A89CE88,E764CEDC6DA1CB0C8CBA2FFFEAD5AE7B94B61ED9AB9B6C83D85E67B6173C390B,0.0,1.0,[1],[],[1]
43BA0CC89E787997A9ABFCD1794FCC8C921DBDB0148E3568A3D0E97F5A89CE88,F84FBC9068658496E9CA26D2FDA3E4B66A1E89E639B3A91AB44EE3F5D344E95F,0.0,1.0,[1],[],[1]
441427FB193375E06336F07FB3BA9CE63B6AC531199686ECE3ADADB0548ACCAF,FABFA7BB8D9F8D4511E475AC064672DE43594D46B6D487947A086C3679D7B226,0.0,1.0,[3],[],[3]
4443A00DF7AB7B6D0ADB71B396A2FB465EC43F08A7CA4287C94BC3311D4CEE76,AC150C78B919D69B61287DCBCB2B2FBD0FD92BFAADC7DE7A99C089E32380CBE5,0.0,1.0,[1],[],[1]
4443A00DF7AB7B6D0ADB71B396A2FB465EC43F08A7CA4287C94BC3311D4CEE76,DF4FB9C1BF44A369C684B3D397393B778106ED955AD97A44F6607046A2049EB1,0.0,1.0,[1],[],[1]
446197287A7F98A17A9AC0ACC7C2E62C8DC4A3466531DA5BF3391EB7B4570B94,F27B70C4986F34D7F30B166C2949C9ADA5137558AB1149CA7E55FB4506C1CEE9,0.0,1.0,[3],[],[3]
44981AA5520829D8BD9B8B6E6190AFC7A744DC2F303CAB2249EB213D4B10885D,C3CC08877EB87268FD4CAFC6677172B2AA4D82BCA6C285C4754915BC65110D2A,0.0,1.0,[3],[],[3]
449B2169CFC8C2CC8F7324C4E99E2488B4EA76CB66D68D7A92ABE296BD59FB66,CD7C6A6ACC8096147212E9A2CC6186055A1437DE0799109C7CFD1D7B6CCDF474,0.0,0.0,[3],[3],[]
44DE9FEDBD39F0F3D101FD04C7B631E33637251752BF436CDC1700BF8CA49D3D,D7F6A8AA9A8B8C688C8F422799CFDA3798DF6E3E29F2F6798CF1E9205927749C,0.0,1.0,[3],[],[3]
44EF98408EF4BB65A7FF6FCAC4C3D396E183AD6FAEDDCF1901CC20E0F8B8974B,D9AD9349A5143890F79BE1E305391D430F4C1C35533E0B5D9FDFE6D11ECB706D,0.0,1.0,[1],[],[1]
450274D53EDBEC8018DC73DF7B6889B37771AF3C30BA72AF49EF0743F6A5D4A6,D801971FFD8AE0CD47343D8AA45A00BDBB1DC7A8B36FC7DF73C4806EA89D2F5F,0.0,0.0,[1],[1],[]
4521BC53DF7B9C43C0130688F9BE823A1536FF94290FE61381238FD3441C8DEF,98AD4EADA169062BE920BCB06D3FF261737A700148A7A957E7308D20EEC18ADF,0.0,0.0,"[1,3]",[3],[1]
452CE28C6CC6E0EED8DD873473678EBE76D104C6FCF99F52696A9B5291473E1C,03E9ED5AEB6AD888608A8CF5EE1FFD3C40295134F82A0ACB89FAA939CE40E6AD,0.0,0.0,[3],[3],[]
453373F3528F0798468F73A007203A74DA61CB71A3F5F7183E735DD41CC8E12B,478D16999A9DE87F9F417B01D9595E0BCB7FE7BD53A7DECFFD615C58A6DEC5C9,0.0,0.0,"[1,2]","[1, 2]",[]
453373F3528F0798468F73A007203A74DA61CB71A3F5F7183E735DD41CC8E12B,77FA4958B7B7AA2A12355BBB6E2E52A5A0A47FB3C1AC61A4A7424B1CC239A0FB,0.0,0.0,"[1,2]","[1, 2]",[]
453373F3528F0798468F73A007203A74DA61CB71A3F5F7183E735DD41CC8E12B,AEEBB55BBA349B6A42C0D6E882B35D0EFBBB6CA8A1DBED581548467C0A6ACD47,0.0,0.0,"[1,2]","[1, 2]",[]
4543C9D3A171E9AA72EAE54D08D470A54ED9E3B3FBC69A210A3A942198A7836A,8FED1F1BDF2EBE4608BDB1E4F2CFBCA95A3B24409E09FAE74FB336EB145B30F2,0.0,1.0,[1],[],[1]
4557A262349FAC24F25021A2059F78C2227DA63A72437A66F67967A33D73EE35,1D0B02D963F5E5FDAEC6487CFD6CF2AA812EE7DFA3DA53D2EA7B3A469EAE1A29,0.0,1.0,[1],[],[1]
4557A262349FAC24F25021A2059F78C2227DA63A72437A66F67967A33D73EE35,1F5F71241D4FD686F7C15E70D815F126CD60900E157D6B1E6A50B302F3B8BEC3,0.0,1.0,[1],[],[1]
4557A262349FAC24F25021A2059F78C2227DA63A72437A66F67967A33D73EE35,B5078BD84DB5B4FCEAC1941AB4D290D97507756C4F03766C9DEBA50FE8562062,0.0,1.0,[3],[],[3]
4557A262349FAC24F25021A2059F78C2227DA63A72437A66F67967A33D73EE35,B787CDB59D8F7F4F1171FD41AE5909F0944536C895AAA8D3F5D79B0B01CADAF0,0.0,1.0,[3],[],[3]
4557A262349FAC24F25021A2059F78C2227DA63A72437A66F67967A33D73EE35,D69F5D6FD3EAB97D1B43722F162E7365C8AFEADE18B0C40D5C97A24493EAAD9F,0.0,1.0,[3],[],[3]
45AF9A0333C52293E59D06DD5A29F58844E66F034443F66288C78A4C0DB94DFC,232D87CE6B5558CBEA346AC62202E472568C57FAB62D2D40ED38BA46C332C8FA,0.0,0.0,[3],[3],[]
45AF9A0333C52293E59D06DD5A29F58844E66F034443F66288C78A4C0DB94DFC,424E3B4083E283F2C9C90BD6E8773D1EEAEDFDFE680A5CF9E711C26EF32D10EF,0.0,0.0,[3],[3],[]
45AF9A0333C52293E59D06DD5A29F58844E66F034443F66288C78A4C0DB94DFC,49FABA8EF4DE578E214B62079784A969C2CBF1E765F7350A1253A34D0B2BE378,0.0,0.0,[3],[3],[]
45AF9A0333C52293E59D06DD5A29F58844E66F034443F66288C78A4C0DB94DFC,4A5DB992C9A5DC38D98B78B42697F37EC1A8FACE141AFB2E01862DC4D3CCDF9C,0.0,0.0,[3],[3],[]
45AF9A0333C52293E59D06DD5A29F58844E66F034443F66288C78A4C0DB94DFC,90232DF500CC8EAA5893868760330DA4C6066F8EBF7D7AF820C1E00A3F8183C9,0.0,0.0,[3],[3],[]
45AF9A0333C52293E59D06DD5A29F58844E66F034443F66288C78A4C0DB94DFC,A90BAC2ABEDFA27E0F87268A792462ED56599A0287A2EDD965749BDDCDD760CF,0.0,0.0,[3],[3],[]
45AF9A0333C52293E59D06DD5A29F58844E66F034443F66288C78A4C0DB94DFC,AF6B1215974D1A07236C562E0690335F0FD09BA9E45E9002AA27EDBED36B4805,0.0,0.0,[3],[3],[]
45AF9A0333C52293E59D06DD5A29F58844E66F034443F66288C78A4C0DB94DFC,C3A572CE2C5426994820578FF81E54C44902E431F497ECDDC27992E2B2443AA0,0.0,0.0,[3],[3],[]
4601C11E10EE9E27C6168134479EE9F0B183C8A89E6BE4299FE3F54C9D774E8F,090F253B18CCC311BC3BFAE1BF232EC98E7F039BC29EA0C24C530F4B95EF4461,1.0,0.0,[],[3],[3]
4601C11E10EE9E27C6168134479EE9F0B183C8A89E6BE4299FE3F54C9D774E8F,107550298BB62BD3AEEDBC22365D08BAAD908048A536349C674924D54110B60C,1.0,0.0,[],[3],[3]
4601C11E10EE9E27C6168134479EE9F0B183C8A89E6BE4299FE3F54C9D774E8F,19ED80F58D4C6355C05410C30B2D39A1E431981F937A3855DF082E1711E46BEB,0.0,0.0,[3],[3],[]
4601C11E10EE9E27C6168134479EE9F0B183C8A89E6BE4299FE3F54C9D774E8F,1E0967492C34B03DFA76C9259E5BC13976C9080C9ABE6810393214228A164753,0.0,0.0,[3],[3],[]
4601C11E10EE9E27C6168134479EE9F0B183C8A89E6BE4299FE3F54C9D774E8F,41B1B7285674D6957F892E3ACBDE7270159C01577D0C255752A4B797269F7859,0.0,0.0,[3],[3],[]
4601C11E10EE9E27C6168134479EE9F0B183C8A89E6BE4299FE3F54C9D774E8F,49399AC15C16C89545AEAEF7E60351A1704A66A3C8F691F4E5BD15932915BE54,0.0,0.0,[3],[3],[]
4601C11E10EE9E27C6168134479EE9F0B183C8A89E6BE4299FE3F54C9D774E8F,715F1E70E0D0BDE62C77736A48D987F9128B66725B995FFC756EF6B4917A298A,0.0,0.0,[3],[3],[]
4601C11E10EE9E27C6168134479EE9F0B183C8A89E6BE4299FE3F54C9D774E8F,74D90B0C0545E377455489E275D8CCCCA044E33DF13EC69D8F18CAC6C6FD1BA9,0.0,0.0,[3],[3],[]
4601C11E10EE9E27C6168134479EE9F0B183C8A89E6BE4299FE3F54C9D774E8F,8691D2F74AFA9BD4FE25F2DAE16157CF08C064A9E447D9D48E9495541B9D4265,0.0,0.0,[3],[3],[]
4601C11E10EE9E27C6168134479EE9F0B183C8A89E6BE4299FE3F54C9D774E8F,E033237413DA730A31417D9E7E06B2D7E2B2CC058812F55A21F4B48851A817C5,0.0,0.0,[3],[3],[]
4601C11E10EE9E27C6168134479EE9F0B183C8A89E6BE4299FE3F54C9D774E8F,F913D175B0CDDB1778AF77AC48E44E87F35D4F05E21BDA5D377FD24541A0BD65,0.0,0.0,[3],[3],[]
46259A574CD86C4679E73384ED1C3EEB95F05DCC9368EEE3D0BAE4A6D2D58FAE,19BD12B0F38BC42E60F16CE19E0B854CAEDDAEF0FA131D53973FEE8471F914C5,0.0,1.0,[3],[],[3]
46259A574CD86C4679E73384ED1C3EEB95F05DCC9368EEE3D0BAE4A6D2D58FAE,98BABB474248B637A4590B099CF9E2BB7233A318999154B599277E60E6354B85,0.0,1.0,[3],[],[3]
46259A574CD86C4679E73384ED1C3EEB95F05DCC9368EEE3D0BAE4A6D2D58FAE,B811B9E2695CCDD2F95DABF26589CCC599286F0E5F99062AE811F2FD10844F52,0.0,1.0,[1],[],[1]
46259A574CD86C4679E73384ED1C3EEB95F05DCC9368EEE3D0BAE4A6D2D58FAE,BA665D583EC584AABDE56658386E1071E0CE2D57542F36BCE461AAFEE910A544,0.0,1.0,[1],[],[1]
46866865838D58B1ECF51F274A579F7457592D39DA84ABE98ACCAF2E1F68BEF6,1781775A993DB623B8C185033FDF8F3FF0FECD2B1A0FE924FE1A8252ADE5D087,0.0,0.0,[1],[1],[]
46866865838D58B1ECF51F274A579F7457592D39DA84ABE98ACCAF2E1F68BEF6,5FA3839E73D3699892017FC8B67C989F3F2B5F1301777E9B9675CF38EC839C1E,0.0,0.0,[1],[1],[]
46866865838D58B1ECF51F274A579F7457592D39DA84ABE98ACCAF2E1F68BEF6,6C36C460E2346858CBB8F3643005F628FB9D9021A57DD7156635E2BEA8307653,0.0,0.0,[1],[1],[]
46C9703F7F89109255157A1911CDEA53BC61A38C92B4201C36DFEB3312DF80D9,8EAC8CD8D5A3F02B477C9AD620D278D59E518616733326FCFFE67834AB687CF9,0.0,1.0,[1],[],[1]
473AFF04E4B86A44755875A23064D0A60D8511288E2BD8443BF9E14D7BF79D61,04C205B7C2E6EB2C9121F24C7635FA52BF87A114048282153EEB409C217E2553,0.0,1.0,[1],[],[1]
473AFF04E4B86A44755875A23064D0A60D8511288E2BD8443BF9E14D7BF79D61,10FBD2F11739738B4EBBDB00A039FBA8814781B00F6895904FDEBBD5BB91467A,0.0,1.0,[3],[],[3]
473AFF04E4B86A44755875A23064D0A60D8511288E2BD8443BF9E14D7BF79D61,1103E3E863570327FDA4326B2540B1C2F43266ECF0178E33CCC6F2322602D3E2,0.0,1.0,"[1,5,2,3,8,7]",[],"[1, 5, 2, 3, 8, 7]"
473AFF04E4B86A44755875A23064D0A60D8511288E2BD8443BF9E14D7BF79D61,1B77981CCF6150BF2349D273E65DCA89E1E6F7018246CCE88E32119F77993F25,0.0,1.0,[3],[],[3]
473AFF04E4B86A44755875A23064D0A60D8511288E2BD8443BF9E14D7BF79D61,1BF54A3CFF4C329BF65F43A24DE41E2CE87B64FCB1B2050E2A97185146411ACA,0.0,1.0,[3],[],[3]
473AFF04E4B86A44755875A23064D0A60D8511288E2BD8443BF9E14D7BF79D61,1C62DEB94E55C86B1AED7964A066087CAFDE6E55E0A9FE6FA570E5511F4ACE67,0.0,1.0,"[1,3]",[],"[1, 3]"
473AFF04E4B86A44755875A23064D0A60D8511288E2BD8443BF9E14D7BF79D61,1DDC908E687B5B32E377D4BE3BCEF3D49FD8CBB0154C5D6180D9A5ACCF2DAAEA,0.0,1.0,[3],[],[3]
