SHA256_ORIGINAL,SHA256_REPACKAGE,Jaccard_Similarity,Repackaged_Apps_Have_More,Difference,Sensor_Used_ORIGINAL,Sensor_Used_REPACKAGED
86CCA8CE709BEA710324CF8854CB19E7478B664837EA1CFC1965C9DB305F4852,90234A5A0BFCE8CEEA2FF409D7E9119FE1BE69DEB4A998B108B465A9CBF8FD5E,1.0,0.0,[],"[1, 2]","[1, 2]"
86CCA8CE709BEA710324CF8854CB19E7478B664837EA1CFC1965C9DB305F4852,AC21944A026906BB4C846F641F225ED019A2724FDF7B2AA8AB3EA7D6EE1ECE9E,1.0,0.0,[],"[1, 2]","[1, 2]"
86CCA8CE709BEA710324CF8854CB19E7478B664837EA1CFC1965C9DB305F4852,B3596E51498518256C656FD9EEAA8245078AC72A65E2FC3D5F1A2E6CF90BBD40,1.0,0.0,[],"[1, 2]","[1, 2]"
86CCA8CE709BEA710324CF8854CB19E7478B664837EA1CFC1965C9DB305F4852,E9008818F8245676043BEF30216BB203960B423D3812135DEFCCEA276F0F6975,1.0,0.0,[],"[1, 2]","[1, 2]"
86CCA8CE709BEA710324CF8854CB19E7478B664837EA1CFC1965C9DB305F4852,EF5B9AC22F6C0954D8D0447AFF2D82A11B7FB292CDB285C38F90A99DC703E0C8,1.0,0.0,[],"[1, 2]","[1, 2]"
86CCA8CE709BEA710324CF8854CB19E7478B664837EA1CFC1965C9DB305F4852,F3771269AB797D73F1BA0532CDCF17ECE4EBFF6EE2AD66C0A092833A5FD903EA,1.0,0.0,[],"[1, 2]","[1, 2]"
86CCA8CE709BEA710324CF8854CB19E7478B664837EA1CFC1965C9DB305F4852,F52781D6FFDECDD5471E0FD10C3A0E7C01C790AC66A94D16707F950C43B0AB62,1.0,0.0,[],"[1, 2]","[1, 2]"
86CCA8CE709BEA710324CF8854CB19E7478B664837EA1CFC1965C9DB305F4852,FD04EADC141A7D3BCD62B24CBABE2ABE762C35E059E058343019277112DF16E3,1.0,0.0,[],"[1, 2]","[1, 2]"
874F1C8FB129DF58EAB0DBD4E783B8A6A8B0B75590505C36D8B4E87F84E1DC4A,17DBD53A632F32EF03FBD0C8B48D945946023476BE901BDC3661ECAF6A476813,1.0,0.0,[],"[1, 9, 4, 10, 2, 11]","[1, 9, 4, 10, 2, 11]"
874F1C8FB129DF58EAB0DBD4E783B8A6A8B0B75590505C36D8B4E87F84E1DC4A,6CCCDB12DCF95F2D4925A77FA52BFB50C197C1F9098563986341AB4964E0E053,1.0,0.0,[],"[1, 9, 4, 10, 2, 11]","[1, 9, 4, 10, 2, 11]"
875ADBBD2CC49BF1614330ED7073B0EE935FE0145132C46CDC7F091383BD211B,3957B7B786C48318B7CD31F68A85384DEB780BB339D7C460625DEC6B643FB662,0.3333333333333333,0.0,"[9,4,10,11]","[1, 9, 4, 10, 2, 11]","[1, 2]"
875ADBBD2CC49BF1614330ED7073B0EE935FE0145132C46CDC7F091383BD211B,DBD99F10092521A3B84DAEF1BC626DAAB302600DAE9618C418C49553414CB795,1.0,0.0,[],"[1, 9, 4, 10, 2, 11]","[1, 9, 4, 10, 2, 11]"
8768DC12B823A91E313307E320384F091AD27FD1EDF300712F5F8AC2616AB055,313A2079F34CCE536DBEB36E331DC03F905E15913F2615B3DF58687EFA64D25D,1.0,0.0,[],"[1, 9, 4, 10, 2, 11]","[1, 9, 4, 10, 2, 11]"
8768DC12B823A91E313307E320384F091AD27FD1EDF300712F5F8AC2616AB055,3529209050CEBCDF9D4635494D5364CE1A330EFDB10FFECEC4C710527921BB44,1.0,0.0,[],"[1, 9, 4, 10, 2, 11]","[1, 9, 4, 10, 2, 11]"
8768DC12B823A91E313307E320384F091AD27FD1EDF300712F5F8AC2616AB055,71FBE8BDF51048525AF4057322BA4BC6D0FFADB560A4E536A68DEE7CC6FBA675,1.0,0.0,[],"[1, 9, 4, 10, 2, 11]","[1, 9, 4, 10, 2, 11]"
8768DC12B823A91E313307E320384F091AD27FD1EDF300712F5F8AC2616AB055,83F3B405807C407A96CC94EBD62CE709925BB1E805B355AF0C8D29FBD4AD5C54,1.0,0.0,[],"[1, 9, 4, 10, 2, 11]","[1, 9, 4, 10, 2, 11]"
8768DC12B823A91E313307E320384F091AD27FD1EDF300712F5F8AC2616AB055,B7F4A2126AB7A9FE804759E7045E8F3EA6C21AB12F4A2CC76154B29A05CD1E72,1.0,0.0,[],"[1, 9, 4, 10, 2, 11]","[1, 9, 4, 10, 2, 11]"
8768DC12B823A91E313307E320384F091AD27FD1EDF300712F5F8AC2616AB055,BE3CD1CE937351C5328C53E225157890C007A55FC6E4A1220ECEB6A83B1CD095,1.0,0.0,[],"[1, 9, 4, 10, 2, 11]","[1, 9, 4, 10, 2, 11]"
8768DC12B823A91E313307E320384F091AD27FD1EDF300712F5F8AC2616AB055,DB390F7A76E89D9FBDEC17403E37109E120DD0B7973C3CC97C3F4230D7366115,1.0,0.0,[],"[1, 9, 4, 10, 2, 11]","[1, 9, 4, 10, 2, 11]"
87724189B539AC6544A0CA7EC050E19E696FA87704BAB3EB13E686E7363087FA,C951AA5E9C7480A65FF5B02713E604C54C674F8CCD630DE6E97AB1FBD4C4F707,1.0,0.0,[],"[1, 9, 4, 10, 2, 11]","[1, 9, 4, 10, 2, 11]"
87A434923A6B4D3900BBA244D31063DE2BA328BFC0E61A7D50E7DE2F8A2809C2,3D3503AE3CED5287C58F96039C124BAEF7C427ECF51EC072077F540A90C5A7DD,1.0,0.0,[],[1],[1]
87A434923A6B4D3900BBA244D31063DE2BA328BFC0E61A7D50E7DE2F8A2809C2,F468CEE8CE15C0266CC94CE4F936EAAEAF6CEFCBBC12E4A3A46838ADEFC4A8D6,1.0,0.0,[],[1],[1]
87B699357A54E38A802C1DE55D31201CDD6B0B15F710B153239F5EC420F7FF36,1433CDA8E026631BA268971F45984FA88A6C54D16B8DF875E0D3CA1CD6D20C73,1.0,0.0,[],"[1, 35, 13, 65536, 15, 20, 9, 4, 16, 31, 21, 36, 5, 10, 34, 2, 14, 30, 3, 28, 6, 8, 12, 11, 17, 29, 19, 18, 7]","[1, 35, 13, 65536, 15, 20, 9, 4, 16, 31, 21, 36, 5, 10, 34, 2, 14, 30, 3, 28, 6, 8, 12, 11, 17, 29, 19, 18, 7]"
88CF2BAEF4057CD813A8EAC8EEDDD1FBDF0C25E6788E3A94CF7ABA6FE93455FF,7D203CDB98006AF2A0D04CF235775FEBFE5AC635F3C5679B141A543605CE372F,1.0,0.0,[],"[1, 9, 4, 10, 2, 11]","[1, 9, 4, 10, 2, 11]"
88EAE6B3BC4396FA9B8DA8654EADEDBC52FD0DD28BCC19B9DF1B8EA676E9F376,C4E22C43CE67439ABA3CE5D022D385152EF6EE77CE13C9CBFE651CBE5A40D2C5,1.0,0.0,[],[1],[1]
890F4997E9D2F507E828D0B3CDDD7F4B3683374668AEB24828D315161D3A3EF0,9021279B2B9894102A17670BDC315D9C3CA7810394564C8C2E49249FD0947876,1.0,0.0,[],[1],[1]
89904B5DAF01867045C90F4B638E370AEFF9C7EC2FAB229DBAFA6A2E1CB1FA9E,8111805C766F4460936CD5CEA1C7C8D1751B6521C41E8F483E782C021EEF9C05,0.0,0.0,[1],[1],[]
89E28E7884CF099F22335E0632284C7628C0FE359E7FE1D1B5E2E743DA40BEE1,13777B5C19F0D8FD675A30CB5BEDC1152C6A678EBB4B43B2BE80C11E0416C09E,1.0,0.0,[],[1],[1]
89E28E7884CF099F22335E0632284C7628C0FE359E7FE1D1B5E2E743DA40BEE1,14D1379E62B2F49EBDEC44262E62B079778E8AEF3EECDB117E3C8E550F9E59AA,1.0,0.0,[],[1],[1]
89E28E7884CF099F22335E0632284C7628C0FE359E7FE1D1B5E2E743DA40BEE1,29B690EE6E36D699C5D6F1FD286507F3981CA0EABB37E968D438D986FF7DD9C1,1.0,0.0,[],[1],[1]
89E28E7884CF099F22335E0632284C7628C0FE359E7FE1D1B5E2E743DA40BEE1,685E367F37603B348B32B51969C2EB802D22A17F814DB4F08197CA8190CE6FC7,1.0,0.0,[],[1],[1]
89E28E7884CF099F22335E0632284C7628C0FE359E7FE1D1B5E2E743DA40BEE1,6E62227395B57C686C6B4BF07825885D9AFBBA140B1520BEA3A4384681996E15,1.0,0.0,[],[1],[1]
89E28E7884CF099F22335E0632284C7628C0FE359E7FE1D1B5E2E743DA40BEE1,9AD37D545B66AC9EC92F342685989051BD039FE4BD99559FAE70087F79C2D700,1.0,0.0,[],[1],[1]
89E28E7884CF099F22335E0632284C7628C0FE359E7FE1D1B5E2E743DA40BEE1,AA3EDE5FF797E5253CB9401BAF51F1575C91D116EF71DF7D1E83E61A05B860C2,1.0,0.0,[],[1],[1]
89E28E7884CF099F22335E0632284C7628C0FE359E7FE1D1B5E2E743DA40BEE1,AC7551BD7D9900141F6D1154A1EF481603D8286A9D70D6B17FC3144EF9E3CDF0,1.0,0.0,[],[1],[1]
89E28E7884CF099F22335E0632284C7628C0FE359E7FE1D1B5E2E743DA40BEE1,B57BB24511159519AAF5FF32A8CA240546BDD13E42A87236678F0541AD1767C3,1.0,0.0,[],[1],[1]
89E28E7884CF099F22335E0632284C7628C0FE359E7FE1D1B5E2E743DA40BEE1,B97D065787BEC0DA1BF61C429F00DDDCF6460F46062563D6878814EE4CCE09FB,0.16666666666666666,1.0,"[9,4,10,2,11]",[1],"[1, 9, 4, 10, 2, 11]"
89E28E7884CF099F22335E0632284C7628C0FE359E7FE1D1B5E2E743DA40BEE1,D501D3054F59AC7D0F74BB7A955195E68DE27F1E97B2F237F1837021E4E98F2A,1.0,0.0,[],[1],[1]
89E28E7884CF099F22335E0632284C7628C0FE359E7FE1D1B5E2E743DA40BEE1,DA771B5CF618440ED4A51C654793964015E3E7223F331928F9C6E92B0E8931BD,1.0,0.0,[],[1],[1]
89E28E7884CF099F22335E0632284C7628C0FE359E7FE1D1B5E2E743DA40BEE1,DBA3B1FB26C9DBA422FA48010F10E13D79E91F2A6B1BDCA9E96D31A2BDDEA6F2,1.0,0.0,[],[1],[1]
89E28E7884CF099F22335E0632284C7628C0FE359E7FE1D1B5E2E743DA40BEE1,DF0F0461A11B731A02E73F1B82FC7BFB8B3CACDB9CF9D87C9356B5B1972AD5DC,1.0,0.0,[],[1],[1]
89E28E7884CF099F22335E0632284C7628C0FE359E7FE1D1B5E2E743DA40BEE1,E618400CD57896DCE63D687E2381C52B82E8A8B91B810B13E5CA7CF1B9B7E1D2,1.0,0.0,[],[1],[1]
89E28E7884CF099F22335E0632284C7628C0FE359E7FE1D1B5E2E743DA40BEE1,F6F4FEA8B2639452506301DEDB6F43366F94536F9EBA496781CBAFAEF6082EE9,1.0,0.0,[],[1],[1]
89E28E7884CF099F22335E0632284C7628C0FE359E7FE1D1B5E2E743DA40BEE1,F828E2592FC0A1B85EDF66531E27C04FABCFB71071BB44BA849C5AF8937B1B46,1.0,0.0,[],[1],[1]
89E28E7884CF099F22335E0632284C7628C0FE359E7FE1D1B5E2E743DA40BEE1,FB2A70320A214A7194E7752C6B85ED8DB080FCE1C64278EC371D35F51BE44B86,1.0,0.0,[],[1],[1]
89F6D217F0BC223B052490B6ECDE9D44F9A37C7EE01570970993E0DECECD410A,0A5FC30859F7E36D303E780BA7DA5B6CBC57545AAE3BDE11B364F7DB093157B3,1.0,0.0,[],[1],[1]
89F6D217F0BC223B052490B6ECDE9D44F9A37C7EE01570970993E0DECECD410A,794A336FA47400111F486E51DCC85017AF9B5D055341C1D3A6559FC287D567DE,0.16666666666666666,1.0,"[9,4,10,2,11]",[1],"[1, 9, 4, 10, 2, 11]"
8A0145181F8A1ADDA0742B9C9659EBE3295FAB96B2931386F2334B36A96E00D5,2DCA33C4BC0350EE62D667E833E7351E4B9719D3D857323AA8BF734912B2DB3E,1.0,0.0,[],"[1, 35, 13, 65536, 15, 20, 9, 4, 16, 31, 21, 36, 5, 10, 34, 2, 14, 30, 3, 28, 6, 8, 12, 11, 17, 29, 19, 18, 7]","[1, 35, 13, 65536, 15, 20, 9, 4, 16, 31, 21, 36, 5, 10, 34, 2, 14, 30, 3, 28, 6, 8, 12, 11, 17, 29, 19, 18, 7]"
8A443CE15F45771B9FB9AB599A02C60DED4FD9890D6FEE5EEC6192CACF6AF370,55C4EFB2935D440AB67678CFC078B42A0CA569B60169D7A48142095149126D68,1.0,0.0,[],"[1, 9, 4, 10, 2, 11]","[1, 9, 4, 10, 2, 11]"
8ABF13CFE479A7996FAD8CD179FBC9D91E10FFC658D3CF611E03B66B9D907585,445C058D091768A5F9AD80A741A5BA9B42C20C95F52923A385C6F061ABF081EF,1.0,0.0,[],[1],[1]
8ABF13CFE479A7996FAD8CD179FBC9D91E10FFC658D3CF611E03B66B9D907585,8F2792AB16B6337159F7293C167473F4AC2AE7611801ED78F4CC45717043DC7B,1.0,0.0,[],[1],[1]
8AC453927263D64275821D477C4F9F84AA9A520B90F0293C2C7A8BC7EC47007C,0265B08FC235779167CA7D834468A4FE8ACABA63C4ADE88285999346C8D3285A,1.0,0.0,[],[1],[1]
8AC453927263D64275821D477C4F9F84AA9A520B90F0293C2C7A8BC7EC47007C,05A0E15B2712F366888752B98BE21011DBDA74B7ACAE69522C0C686F7F7C0328,1.0,0.0,[],[1],[1]
8AC453927263D64275821D477C4F9F84AA9A520B90F0293C2C7A8BC7EC47007C,1887166A9BD62A707A620B93EF9C8CAFB9A313E0724971AF7AF1BD64D6E138F3,1.0,0.0,[],[1],[1]
8AC453927263D64275821D477C4F9F84AA9A520B90F0293C2C7A8BC7EC47007C,353BB69B44609917C7E2F83D2C143A365AA6BBE7B5B42AA347212974735AFD5B,1.0,0.0,[],[1],[1]
8AC453927263D64275821D477C4F9F84AA9A520B90F0293C2C7A8BC7EC47007C,3803FD4E6103DB39FC0667B37A44B62A2407851FAEDD9A262790F566BA60B56F,1.0,0.0,[],[1],[1]
8AC453927263D64275821D477C4F9F84AA9A520B90F0293C2C7A8BC7EC47007C,3832E04EC0DC693170CF25F6C87022D5DB153D291F63C3F361362B37C2586D29,1.0,0.0,[],[1],[1]
8AC453927263D64275821D477C4F9F84AA9A520B90F0293C2C7A8BC7EC47007C,47D8B40CAFDBC2C068CF13A961EA4ED7B01E054319668AD87FC1FC9B635A0294,1.0,0.0,[],[1],[1]
8AC453927263D64275821D477C4F9F84AA9A520B90F0293C2C7A8BC7EC47007C,496EC64E1E1689CF29A713563C468952270897577A26FADB118A23BC73EA5397,1.0,0.0,[],[1],[1]
8AC453927263D64275821D477C4F9F84AA9A520B90F0293C2C7A8BC7EC47007C,4F4FCBE8B3B335A5BFA5BF529C6E21AB05210D8474F70FB6399314FF0811C689,1.0,0.0,[],[1],[1]
8AC453927263D64275821D477C4F9F84AA9A520B90F0293C2C7A8BC7EC47007C,503930E391E6434657E8E4F785A7E089270772080FC4E2DB8940D0C142A69B96,1.0,0.0,[],[1],[1]
8AC453927263D64275821D477C4F9F84AA9A520B90F0293C2C7A8BC7EC47007C,57AF74C3D62ED97AF4CD061BD1ADAB2F5AC53E1211DE4487ADECBBF27F4244C2,1.0,0.0,[],[1],[1]
8AC453927263D64275821D477C4F9F84AA9A520B90F0293C2C7A8BC7EC47007C,57B83D894B29F1438FF457F47642780F74BC066FFAE179FA982CD9EA7443E350,1.0,0.0,[],[1],[1]
8AC453927263D64275821D477C4F9F84AA9A520B90F0293C2C7A8BC7EC47007C,69A525CC392F75522F46021D384EABB663CC5B6181514A563048F83B546EDD3C,1.0,0.0,[],[1],[1]
8AC453927263D64275821D477C4F9F84AA9A520B90F0293C2C7A8BC7EC47007C,72E000D96E0D9D5D9F283630642DF772D168D09F95F207F7E36E119AB3605383,1.0,0.0,[],[1],[1]
8AC453927263D64275821D477C4F9F84AA9A520B90F0293C2C7A8BC7EC47007C,744D9BACB1879AF878E5E02A46816032D9932B884E1784E45388CA46A0F9EF36,1.0,0.0,[],[1],[1]
8AC453927263D64275821D477C4F9F84AA9A520B90F0293C2C7A8BC7EC47007C,815F5E494717AFFB46844726BF4BD3F91083CDFE1BF5327FA900C6D5AA162360,1.0,0.0,[],[1],[1]
8AC453927263D64275821D477C4F9F84AA9A520B90F0293C2C7A8BC7EC47007C,81B2666F147B67E13D15FBAF3025C6AB87C38A90E8D758A04E64F2467BA48D98,1.0,0.0,[],[1],[1]
8AC453927263D64275821D477C4F9F84AA9A520B90F0293C2C7A8BC7EC47007C,8A1C21AF6560ED444B12C8C3390EE13D8DB4C21B5F2D39B5E40B9F84FEE1E377,1.0,0.0,[],[1],[1]
8AC453927263D64275821D477C4F9F84AA9A520B90F0293C2C7A8BC7EC47007C,8DBF6604E86CA14D48833D26C0F9C42EDBAF938E67E8B1ECCE344AFED724777B,1.0,0.0,[],[1],[1]
8AC453927263D64275821D477C4F9F84AA9A520B90F0293C2C7A8BC7EC47007C,90322D9D39158101613B5919BC156719EBF4017E12F52C2324070E4346263627,1.0,0.0,[],[1],[1]
8AC453927263D64275821D477C4F9F84AA9A520B90F0293C2C7A8BC7EC47007C,92F57C259FA3E860E430AE76A19781D31DB36468F03BB056EAEAF12F2B62E5A0,1.0,0.0,[],[1],[1]
8AC453927263D64275821D477C4F9F84AA9A520B90F0293C2C7A8BC7EC47007C,9AFBD1E2AD170D3A26B4779DF7BE370D1EE38BD95C111A8FDD3934FB1D1AD052,1.0,0.0,[],[1],[1]
8AC453927263D64275821D477C4F9F84AA9A520B90F0293C2C7A8BC7EC47007C,9BF6B832395737DF2BDD7B7BF360AE20106E0A9896E056B356313F58156F9B7E,1.0,0.0,[],[1],[1]
8AC453927263D64275821D477C4F9F84AA9A520B90F0293C2C7A8BC7EC47007C,A02FB2B791C930ACF3CDDAE7E00A137064DF5E7BB8BAB1AC6784266F40BA7073,1.0,0.0,[],[1],[1]
